title,Fdc1 @ 350 K,,,,,,,
plot_type,multi-line,,,,,,,
x_label,Time (ns),,,,,,,
y_label,Secondary structure (%),,,,,,,
x_unit,ns,,,,,,,
y_unit,%,,,,,,,
color,#000000,#FD5200,#0000FF,#FF8000,#68D2FB,#000080,#009F00,#800080
label,None,Parallel Beta-sheet,Anti Beta-sheet,3-10 helix,Alpha helix,Pi(3-14) helix,Turn,Bend
axis_x,axis_y,axis_y,axis_y,axis_y,axis_y,axis_y,axis_y,axis_y
0.596,0.23866,0.06114,0.13708,0.02465,0.20217,0.00493,0.17751,0.15779
0.598,0.24063,0.06312,0.13314,0.02761,0.22978,0.00493,0.15385,0.15089
0.6,0.24359,0.06213,0.12919,0.04339,0.20809,0.00493,0.1499,0.16272
0.602,0.24063,0.0641,0.13314,0.04339,0.2288,0,0.14793,0.14596
0.604,0.2357,0.05819,0.14201,0.03649,0.20809,0,0.16371,0.15976
0.606,0.23373,0.06114,0.13905,0.03748,0.21795,0.00493,0.1499,0.15976
0.608,0.23669,0.06509,0.13905,0.03057,0.21795,0.00986,0.15385,0.15089
0.61,0.23964,0.06213,0.13807,0.02564,0.21499,0.00493,0.15878,0.15976
0.612,0.24162,0.06706,0.13116,0.03945,0.20907,0,0.15976,0.15582
0.614,0.22781,0.06805,0.13905,0.03254,0.22288,0,0.15187,0.16174
0.616,0.23964,0.05523,0.143,0.03057,0.20513,0,0.17751,0.15286
0.618,0.22978,0.06213,0.14398,0.02663,0.21105,0,0.17357,0.1568
0.62,0.23767,0.05819,0.14497,0.0286,0.21499,0,0.1716,0.14793
0.622,0.24162,0.06114,0.13807,0.03156,0.21499,0,0.16864,0.14793
0.624,0.2426,0.06213,0.13412,0.03254,0.214,0,0.17456,0.14398
0.626,0.23669,0.06016,0.13708,0.03748,0.19527,0,0.18146,0.15582
0.628,0.23866,0.05424,0.14398,0.03353,0.2071,0.00592,0.16272,0.15779
0.63,0.23077,0.06312,0.14398,0.03353,0.21795,0,0.16469,0.1499
0.632,0.24162,0.06016,0.14201,0.0286,0.20809,0.00493,0.15878,0.15976
0.634,0.24063,0.06016,0.14103,0.05325,0.19822,0.00493,0.14398,0.16174
0.636,0.24063,0.07002,0.13511,0.03846,0.20809,0.00493,0.14596,0.16075
0.638,0.2357,0.06509,0.13018,0.04339,0.22584,0,0.15385,0.1499
0.64,0.25444,0.05917,0.13314,0.0355,0.20907,0,0.16765,0.14497
0.642,0.23274,0.06509,0.13905,0.02564,0.21795,0,0.16667,0.1568
0.644,0.23767,0.0641,0.13807,0.01874,0.21302,0,0.18245,0.1499
0.646,0.24162,0.06312,0.13412,0.03945,0.2071,0.00493,0.1568,0.1568
0.648,0.24162,0.06016,0.13511,0.04438,0.20809,0,0.15878,0.15582
0.65,0.24753,0.05917,0.13314,0.01578,0.21992,0.00493,0.17061,0.15286
0.652,0.24359,0.0641,0.13215,0.03254,0.22584,0,0.15483,0.15089
0.654,0.25148,0.05523,0.13412,0.02761,0.22485,0,0.16371,0.14694
0.656,0.23669,0.0641,0.13215,0.04043,0.20611,0.00493,0.16864,0.15089
0.658,0.2288,0.06805,0.14103,0.02761,0.19921,0.00493,0.18836,0.14596
0.66,0.24458,0.06607,0.12919,0.03156,0.20118,0.00493,0.16568,0.16075
0.662,0.24162,0.06114,0.13511,0.03649,0.2071,0.00493,0.16272,0.15483
0.664,0.25148,0.06114,0.13116,0.03452,0.20809,0.00493,0.16765,0.14497
0.666,0.23767,0.05917,0.13511,0.01874,0.20316,0.00493,0.18047,0.16469
0.668,0.24359,0.0641,0.13412,0.02761,0.20316,0,0.1854,0.14596
0.67,0.24753,0.05917,0.13511,0.04734,0.19132,0,0.17949,0.14398
0.672,0.24359,0.06114,0.13215,0.04635,0.20118,0.00493,0.15582,0.15878
0.674,0.2288,0.0641,0.13807,0.04142,0.21006,0.00493,0.16371,0.15286
0.676,0.24063,0.06213,0.13511,0.03846,0.20414,0,0.1785,0.14497
0.678,0.24753,0.06213,0.12821,0.03649,0.22091,0,0.15582,0.15286
0.68,0.24063,0.0572,0.14103,0.03353,0.21006,0,0.16963,0.15187
0.682,0.23077,0.06805,0.13905,0.02761,0.21006,0.00493,0.16568,0.15779
0.684,0.2426,0.06213,0.12919,0.03945,0.21499,0,0.16371,0.15187
0.686,0.24063,0.06903,0.13314,0.0355,0.19132,0,0.16963,0.16469
0.688,0.23274,0.06509,0.13511,0.04832,0.21893,0,0.15483,0.14892
0.69,0.2357,0.06312,0.13609,0.03353,0.20217,0,0.16765,0.16568
0.692,0.22781,0.06114,0.14103,0.04931,0.19625,0,0.16568,0.16272
0.694,0.24063,0.06114,0.13708,0.03156,0.214,0.00493,0.1568,0.15779
0.696,0.23964,0.06016,0.13807,0.0286,0.21992,0.00493,0.15878,0.15385
0.698,0.23669,0.06213,0.13905,0.02564,0.214,0.00493,0.16075,0.16075
0.7,0.24063,0.06016,0.13708,0.03846,0.21203,0.00493,0.15483,0.15582
0.702,0.23274,0.06509,0.13708,0.04339,0.20118,0.00493,0.16765,0.15187
0.704,0.24162,0.06016,0.13511,0.03156,0.21203,0.00493,0.1568,0.16174
0.706,0.23964,0.06016,0.13708,0.0355,0.20907,0.00493,0.15483,0.16272
0.708,0.2426,0.05917,0.13511,0.03452,0.21302,0.00493,0.15286,0.16174
0.71,0.2357,0.06312,0.13609,0.03254,0.21893,0.00493,0.14398,0.16864
0.712,0.23866,0.05819,0.13609,0.03748,0.20907,0.00493,0.15976,0.15976
0.714,0.23274,0.0641,0.13116,0.04438,0.21006,0.00493,0.15187,0.16469
0.716,0.2357,0.06016,0.14497,0.04142,0.21006,0,0.15483,0.1568
0.718,0.2357,0.06509,0.13018,0.03254,0.20809,0.00493,0.16174,0.16568
0.72,0.25444,0.06114,0.12821,0.04438,0.20414,0.00493,0.15582,0.15089
0.722,0.23669,0.06607,0.12919,0.03254,0.2071,0,0.16272,0.16963
0.724,0.2574,0.05819,0.12426,0.03353,0.21499,0.00493,0.15779,0.15286
0.726,0.24162,0.0641,0.13609,0.03945,0.19822,0.00493,0.16765,0.15187
0.728,0.24458,0.06213,0.13018,0.03452,0.21302,0,0.17061,0.14892
0.73,0.2426,0.05227,0.13511,0.04241,0.21598,0,0.16371,0.15187
0.732,0.23373,0.06213,0.13708,0.03945,0.21696,0,0.15878,0.15582
0.734,0.24458,0.06213,0.13116,0.02761,0.19428,0,0.19527,0.14892
0.736,0.24852,0.0641,0.13215,0.03353,0.2002,0,0.1785,0.14694
0.738,0.23767,0.06016,0.13905,0.03846,0.2071,0.00493,0.16075,0.15582
0.74,0.23669,0.0641,0.13215,0.0572,0.20513,0,0.15483,0.15385
0.742,0.23964,0.06213,0.13412,0.03254,0.22288,0,0.16371,0.14892
0.744,0.24063,0.06607,0.13511,0.0217,0.21105,0,0.17751,0.15187
0.746,0.24458,0.06509,0.13116,0.02761,0.214,0.00493,0.16667,0.1499
0.748,0.24753,0.06016,0.14103,0.03156,0.21105,0.00493,0.16667,0.14103
0.75,0.24063,0.05819,0.13609,0.04241,0.19921,0.00592,0.16469,0.1568
0.752,0.24063,0.06312,0.13412,0.03452,0.21795,0.00592,0.15779,0.1499
0.754,0.24556,0.0641,0.13314,0.04142,0.214,0.00493,0.15385,0.14694
0.756,0.24556,0.06114,0.13314,0.0355,0.20907,0.00493,0.16469,0.1499
0.758,0.2426,0.06213,0.12821,0.02663,0.20907,0.00493,0.16568,0.16469
0.76,0.24753,0.06509,0.13116,0.04339,0.20809,0,0.15582,0.15286
0.762,0.24951,0.0641,0.13314,0.02761,0.2002,0.00493,0.1716,0.15286
0.764,0.24753,0.06607,0.12722,0.03353,0.20118,0.00493,0.16864,0.15483
0.766,0.23866,0.05621,0.14004,0.0355,0.21105,0,0.16272,0.15976
0.768,0.24458,0.05819,0.13807,0.03057,0.20217,0,0.18047,0.1499
0.77,0.23866,0.0641,0.13215,0.03846,0.21302,0,0.15779,0.15976
0.772,0.23176,0.06016,0.13412,0.04142,0.21203,0.00493,0.14694,0.17258
0.774,0.2426,0.06016,0.13609,0.03452,0.21499,0.00493,0.16469,0.14596
0.776,0.23964,0.06114,0.13511,0.02663,0.22091,0,0.1568,0.16371
0.778,0.24655,0.06312,0.13116,0.03254,0.19921,0.00493,0.17357,0.15286
0.78,0.24162,0.06016,0.13412,0.0503,0.20907,0.00493,0.14596,0.15779
0.782,0.24556,0.06016,0.13018,0.0355,0.20809,0,0.16371,0.16075
0.784,0.24458,0.06114,0.13708,0.0286,0.19921,0.00493,0.17456,0.15385
0.786,0.24753,0.05819,0.13018,0.02663,0.21499,0,0.16371,0.16272
0.788,0.23767,0.05917,0.14004,0.03353,0.21696,0.00493,0.15089,0.16075
0.79,0.24753,0.05819,0.13412,0.0355,0.20217,0.00493,0.16667,0.15483
0.792,0.23767,0.05523,0.143,0.03353,0.20316,0.00493,0.16568,0.16075
0.794,0.2288,0.06114,0.14201,0.0355,0.20414,0,0.16568,0.16667
0.796,0.24063,0.06016,0.14004,0.02564,0.21992,0.00493,0.16174,0.15089
0.798,0.22781,0.06805,0.13807,0.03057,0.21499,0.00493,0.1568,0.16272
0.8,0.23176,0.06016,0.14398,0.03748,0.21992,0.00493,0.14497,0.16075
0.802,0.23373,0.06016,0.13708,0.03846,0.20513,0.00493,0.16667,0.15779
0.804,0.24753,0.06016,0.13116,0.03452,0.21105,0.00493,0.16174,0.15286
0.806,0.23669,0.05819,0.13807,0.04438,0.21302,0,0.1499,0.16371
0.808,0.23373,0.06213,0.13511,0.03254,0.20907,0,0.16864,0.16272
0.81,0.23866,0.05819,0.13708,0.04241,0.20316,0.00493,0.16075,0.15878
0.812,0.24359,0.05819,0.13609,0.03156,0.21203,0,0.1716,0.15089
0.814,0.22978,0.06706,0.13708,0.03945,0.19921,0.00493,0.15976,0.16667
0.816,0.2357,0.0641,0.14004,0.02761,0.21795,0.00493,0.15976,0.15385
0.818,0.25838,0.05621,0.12722,0.02959,0.21105,0.00493,0.17258,0.14398
0.82,0.2357,0.06016,0.14398,0.0286,0.21499,0.00493,0.16371,0.15187
0.822,0.24556,0.05917,0.13116,0.03156,0.20316,0.00493,0.17357,0.15483
0.824,0.24359,0.06016,0.12919,0.03353,0.214,0.00493,0.16174,0.1568
0.826,0.24359,0.06016,0.13116,0.03254,0.20907,0.00493,0.16469,0.15779
0.828,0.23866,0.05819,0.13807,0.02268,0.20316,0,0.20217,0.14103
0.83,0.25542,0.0572,0.12623,0.02465,0.21499,0.00493,0.17456,0.14596
0.832,0.23866,0.0641,0.13609,0.03353,0.21105,0.00493,0.16469,0.15089
0.834,0.2357,0.05819,0.13708,0.03945,0.20316,0,0.15878,0.1716
0.836,0.23669,0.05917,0.13708,0.03353,0.21302,0.00493,0.16568,0.15385
0.838,0.2426,0.06114,0.13314,0.04043,0.21105,0,0.16075,0.15483
0.84,0.25148,0.0572,0.12229,0.04339,0.20809,0,0.16864,0.15286
0.842,0.24063,0.06607,0.12623,0.04832,0.2071,0.00493,0.15187,0.15878
0.844,0.24359,0.06016,0.13116,0.03156,0.21499,0.00493,0.16272,0.15483
0.846,0.24951,0.0572,0.13215,0.04339,0.21795,0.00493,0.1499,0.14892
0.848,0.2426,0.05917,0.13412,0.02959,0.21203,0,0.15976,0.16667
0.85,0.24655,0.05819,0.13609,0.03353,0.21696,0,0.16667,0.14596
0.852,0.24556,0.06016,0.13905,0.02959,0.19921,0.00493,0.18245,0.143
0.854,0.24359,0.06016,0.13609,0.03353,0.20118,0,0.1785,0.15089
0.856,0.24458,0.06213,0.13018,0.03846,0.19921,0.00493,0.17456,0.1499
0.858,0.24458,0.06114,0.13609,0.0286,0.21302,0,0.17258,0.14793
0.86,0.24359,0.06312,0.13116,0.03353,0.20611,0.00493,0.16568,0.15582
0.862,0.24063,0.06213,0.13609,0.02959,0.21598,0,0.16963,0.1499
0.864,0.24655,0.06213,0.12919,0.05128,0.214,0,0.15582,0.14497
0.866,0.24556,0.05621,0.13511,0.03748,0.20907,0,0.17357,0.14694
0.868,0.23866,0.06016,0.13807,0.04043,0.21203,0,0.16864,0.14596
0.87,0.23866,0.06213,0.13412,0.04438,0.21006,0,0.16075,0.15385
0.872,0.24063,0.06706,0.13314,0.04635,0.19527,0,0.16469,0.1568
0.874,0.24162,0.06213,0.13708,0.03748,0.20316,0,0.17258,0.1499
0.876,0.24556,0.05424,0.13412,0.04241,0.20513,0,0.16963,0.15286
0.878,0.22682,0.06114,0.14398,0.04043,0.21795,0,0.1499,0.16371
0.88,0.24063,0.06607,0.13314,0.03748,0.21105,0.00493,0.16075,0.1499
0.882,0.23964,0.05819,0.13609,0.04142,0.21302,0.00493,0.14596,0.16469
0.884,0.24063,0.05819,0.13905,0.04832,0.19034,0.00493,0.15483,0.16765
0.886,0.24162,0.06509,0.13215,0.04438,0.21302,0.00493,0.15089,0.15187
0.888,0.2426,0.06114,0.13314,0.04142,0.21105,0.00493,0.15779,0.15187
0.89,0.23866,0.06016,0.13412,0.04339,0.21203,0,0.1499,0.16568
0.892,0.23176,0.0641,0.13708,0.03649,0.2002,0.00493,0.16667,0.16272
0.894,0.23669,0.06213,0.13511,0.02761,0.21893,0,0.15976,0.16371
0.896,0.23964,0.06607,0.13018,0.02761,0.21105,0,0.16864,0.16075
0.898,0.2357,0.06016,0.13708,0.04043,0.21696,0,0.15385,0.15976
0.9,0.23866,0.05917,0.13511,0.04043,0.21696,0.00493,0.14793,0.16075
0.902,0.23669,0.06312,0.13708,0.02761,0.21105,0,0.17258,0.15582
0.904,0.23669,0.06312,0.13905,0.03057,0.21105,0,0.16765,0.15582
0.906,0.23669,0.06213,0.13215,0.0286,0.20316,0.00493,0.16568,0.17061
0.908,0.24063,0.0572,0.13609,0.03452,0.20316,0.00493,0.16765,0.15976
0.91,0.2288,0.06312,0.13314,0.03353,0.21598,0.00493,0.16963,0.15483
0.912,0.24556,0.06312,0.13412,0.02071,0.21598,0.00493,0.1716,0.14793
0.914,0.24063,0.06016,0.14103,0.03254,0.2071,0.00493,0.16272,0.15483
0.916,0.23669,0.06016,0.13609,0.04734,0.19921,0,0.15582,0.16864
0.918,0.2357,0.05917,0.13708,0.03649,0.20611,0.00493,0.15779,0.16667
0.92,0.24162,0.06312,0.13609,0.03452,0.21006,0.00493,0.16174,0.15187
0.922,0.24162,0.0641,0.13412,0.02959,0.22091,0.00493,0.16469,0.14398
0.924,0.23669,0.06016,0.13609,0.04734,0.21499,0.00493,0.15089,0.15286
0.926,0.24458,0.05523,0.13905,0.04043,0.20809,0,0.16765,0.14892
0.928,0.23866,0.05917,0.13314,0.02761,0.214,0,0.17456,0.1568
0.93,0.2426,0.06312,0.13807,0.03945,0.19428,0,0.17061,0.15582
0.932,0.24556,0.06312,0.12919,0.03057,0.20611,0.00493,0.16864,0.15582
0.934,0.24063,0.06509,0.13116,0.04142,0.21006,0.00493,0.1568,0.15385
0.936,0.22682,0.06706,0.13807,0.02465,0.21105,0,0.17456,0.16174
0.938,0.25444,0.05523,0.13215,0.03748,0.20907,0.00493,0.15779,0.15286
0.94,0.24951,0.05917,0.12722,0.04339,0.21302,0,0.16075,0.15089
0.942,0.2357,0.06016,0.14103,0.0503,0.214,0,0.15878,0.14398
0.944,0.23471,0.06509,0.13511,0.03649,0.21302,0.00493,0.15089,0.16371
0.946,0.23471,0.06213,0.13708,0.0355,0.2071,0.00493,0.16568,0.1568
0.948,0.24951,0.06016,0.12525,0.03846,0.21006,0.00493,0.15582,0.15976
0.95,0.2357,0.0572,0.13511,0.03846,0.21499,0,0.16174,0.16075
0.952,0.24063,0.05819,0.13708,0.03156,0.21203,0.00493,0.16371,0.15582
0.954,0.2426,0.05819,0.13511,0.03353,0.20118,0.00493,0.16469,0.16371
0.956,0.23373,0.05424,0.14398,0.04043,0.20513,0.00493,0.16765,0.15385
0.958,0.24852,0.05917,0.13018,0.0355,0.20907,0,0.17258,0.14892
0.96,0.24556,0.05523,0.14004,0.0355,0.20611,0.00493,0.16272,0.15385
0.962,0.24359,0.05128,0.13905,0.03748,0.20907,0,0.1716,0.15187
0.964,0.23767,0.05819,0.13807,0.03748,0.21006,0,0.17061,0.15187
0.966,0.24063,0.06016,0.13609,0.03156,0.21302,0,0.16963,0.15286
0.968,0.24359,0.06016,0.13018,0.04536,0.21696,0,0.14892,0.15878
0.97,0.2357,0.05819,0.13905,0.04536,0.2071,0.00493,0.15582,0.15779
0.972,0.23767,0.06016,0.13511,0.03156,0.21203,0.00493,0.15976,0.16272
0.974,0.2426,0.05819,0.13511,0.03156,0.21105,0.00493,0.16765,0.15286
0.976,0.23964,0.06607,0.13314,0.04339,0.21696,0,0.15483,0.1499
0.978,0.24359,0.06213,0.13215,0.03649,0.22288,0,0.14004,0.16667
0.98,0.24359,0.06312,0.13412,0.04241,0.19132,0,0.17949,0.1499
0.982,0.2357,0.06312,0.13708,0.03057,0.21598,0,0.15779,0.16371
0.984,0.23866,0.05621,0.13215,0.04734,0.20316,0,0.16469,0.16174
0.986,0.23767,0.06213,0.13807,0.03452,0.21302,0.00493,0.14793,0.16568
0.988,0.23767,0.0641,0.13018,0.04438,0.214,0.00493,0.13905,0.16963
0.99,0.23964,0.0641,0.13412,0.03254,0.20414,0.00493,0.17554,0.14892
0.992,0.2426,0.05621,0.13905,0.04339,0.214,0,0.1499,0.15878
0.994,0.25148,0.05819,0.12623,0.03945,0.19428,0,0.17554,0.15878
0.996,0.24162,0.06213,0.13116,0.04043,0.21203,0,0.16469,0.15187
0.998,0.24655,0.05325,0.13905,0.04536,0.19132,0.00493,0.16864,0.15483
1,0.24753,0.05819,0.13807,0.03945,0.19921,0,0.17061,0.15089
1.002,0.23866,0.06016,0.13412,0.0355,0.20611,0,0.17653,0.15286
1.004,0.23767,0.06016,0.13708,0.03156,0.21203,0,0.16568,0.15976
1.006,0.23964,0.05128,0.14103,0.03846,0.20513,0,0.16568,0.16272
1.008,0.23077,0.06114,0.14103,0.01874,0.20513,0.00493,0.18146,0.16075
1.01,0.24458,0.05424,0.13215,0.04734,0.20316,0,0.17357,0.14892
1.012,0.2426,0.0572,0.13018,0.03846,0.19034,0,0.18442,0.16075
1.014,0.23767,0.06312,0.13807,0.02465,0.21006,0,0.17258,0.15779
1.016,0.23471,0.05917,0.13511,0.03057,0.22288,0,0.16469,0.1568
1.018,0.24359,0.06016,0.13412,0.03254,0.20118,0,0.17258,0.15976
1.02,0.24753,0.05621,0.13609,0.04931,0.20907,0,0.14694,0.15878
1.022,0.25049,0.05917,0.12821,0.03748,0.20316,0,0.16469,0.16075
1.024,0.23767,0.05819,0.12919,0.0355,0.20513,0,0.17653,0.16174
1.026,0.23866,0.05523,0.13314,0.03353,0.20316,0.00493,0.17949,0.15582
1.028,0.23866,0.05917,0.12722,0.03057,0.21795,0,0.16864,0.16174
1.03,0.25148,0.05917,0.13018,0.03156,0.20611,0,0.17949,0.14596
1.032,0.25444,0.05424,0.13412,0.03748,0.19921,0,0.16469,0.15976
1.034,0.25542,0.05819,0.12623,0.03846,0.2071,0.00493,0.16864,0.14497
1.036,0.24063,0.05917,0.13609,0.03748,0.22091,0,0.15878,0.15089
1.038,0.24753,0.05523,0.13708,0.03057,0.20316,0.00493,0.18442,0.14103
1.04,0.25049,0.06114,0.12623,0.03353,0.21203,0,0.17357,0.14694
1.042,0.24359,0.06114,0.12821,0.03156,0.21499,0,0.16963,0.15483
1.044,0.24458,0.05128,0.14004,0.04339,0.20217,0,0.16174,0.16075
1.046,0.25641,0.05621,0.13215,0.04339,0.19625,0,0.16667,0.15286
1.048,0.25148,0.06312,0.12722,0.03057,0.20414,0,0.17554,0.15187
1.05,0.26529,0.05325,0.12623,0.04043,0.19921,0.00493,0.16174,0.15286
1.052,0.25345,0.05621,0.13314,0.04142,0.21105,0,0.15779,0.15089
1.054,0.24655,0.06114,0.13314,0.03353,0.20809,0.00493,0.16667,0.1499
1.056,0.25148,0.05917,0.12426,0.03649,0.21105,0,0.16568,0.15582
1.058,0.2426,0.05819,0.13314,0.03945,0.2071,0.00493,0.16371,0.15483
1.06,0.25148,0.06016,0.13018,0.03254,0.2002,0,0.18047,0.14892
1.062,0.24556,0.06312,0.13018,0.02564,0.20414,0.00493,0.17554,0.15483
1.064,0.25641,0.05621,0.12919,0.03057,0.19428,0.00493,0.17456,0.15779
1.066,0.23669,0.05917,0.14497,0.03846,0.20414,0,0.16272,0.15779
1.068,0.24655,0.05621,0.13609,0.03452,0.20316,0,0.18047,0.14694
1.07,0.25444,0.05523,0.13314,0.03254,0.21203,0,0.16174,0.15483
1.072,0.25444,0.0572,0.12821,0.0355,0.22682,0,0.15582,0.14596
1.074,0.24655,0.05621,0.14004,0.02959,0.21696,0.00493,0.16075,0.14892
1.076,0.25444,0.05621,0.13116,0.02663,0.21302,0.00493,0.16469,0.15286
1.078,0.2574,0.05819,0.13018,0.0286,0.20809,0.00493,0.16272,0.15385
1.08,0.25247,0.05917,0.13314,0.02465,0.21006,0.00493,0.17357,0.14596
1.082,0.24852,0.05819,0.13609,0.04635,0.19724,0.00493,0.16667,0.14596
1.084,0.24556,0.05621,0.13807,0.0217,0.2002,0.00493,0.18639,0.15089
1.086,0.24655,0.06607,0.13412,0.0217,0.19034,0.00493,0.18738,0.15286
1.088,0.25049,0.05917,0.13215,0.05128,0.20118,0.00493,0.1568,0.14793
1.09,0.23866,0.06607,0.13314,0.03846,0.21598,0.00493,0.15187,0.15483
1.092,0.2426,0.05424,0.13905,0.03254,0.20316,0.00493,0.1716,0.15582
1.094,0.24852,0.06213,0.12919,0.04832,0.18836,0,0.17061,0.1568
1.096,0.24852,0.05325,0.13609,0.02959,0.20809,0.00493,0.16568,0.15779
1.098,0.24162,0.06114,0.13116,0.03156,0.20513,0,0.1785,0.15483
1.1,0.24458,0.06213,0.13314,0.0286,0.20611,0,0.1785,0.15089
1.102,0.2426,0.0641,0.13511,0.04339,0.20907,0,0.16272,0.14694
1.104,0.24359,0.06312,0.13905,0.0286,0.21203,0.00493,0.17061,0.14201
1.106,0.24655,0.06213,0.13905,0.0355,0.19724,0.00493,0.17258,0.14596
1.108,0.24162,0.06312,0.14201,0.03156,0.20809,0.00493,0.15779,0.15483
1.11,0.24359,0.06213,0.13412,0.02761,0.21006,0.00493,0.16568,0.15582
1.112,0.23964,0.06016,0.13412,0.0286,0.21795,0.00493,0.15385,0.16469
1.114,0.24753,0.06213,0.13018,0.02761,0.20118,0.00493,0.1785,0.15187
1.116,0.23866,0.06706,0.13116,0.0286,0.20316,0,0.18047,0.15483
1.118,0.24162,0.06213,0.12919,0.03452,0.20316,0.00493,0.17653,0.15187
1.12,0.24753,0.06213,0.12821,0.04438,0.20217,0,0.16568,0.15385
1.122,0.24162,0.06607,0.13412,0.04043,0.19329,0,0.18738,0.14103
1.124,0.24458,0.06213,0.12919,0.03057,0.21992,0,0.15582,0.16174
1.126,0.2426,0.06607,0.13116,0.01775,0.21893,0,0.16371,0.16371
1.128,0.24852,0.06213,0.13215,0.03846,0.20907,0,0.17456,0.13905
1.13,0.24655,0.06016,0.13609,0.03156,0.19527,0,0.18836,0.14596
1.132,0.24359,0.05819,0.13511,0.03156,0.22091,0,0.15582,0.15878
1.134,0.25049,0.05424,0.13314,0.03748,0.2071,0.00493,0.16371,0.15286
1.136,0.23964,0.06114,0.13609,0.03156,0.20611,0.00493,0.17061,0.15385
1.138,0.25049,0.06016,0.13412,0.03452,0.2071,0.00493,0.15089,0.16174
1.14,0.24359,0.05917,0.13412,0.03156,0.20316,0,0.16864,0.16371
1.142,0.24951,0.05917,0.13215,0.05128,0.22189,0.00493,0.13609,0.14892
1.144,0.2426,0.06312,0.13116,0.03353,0.20118,0.00493,0.16568,0.16174
1.146,0.2426,0.05621,0.13905,0.03748,0.2071,0.00986,0.15089,0.16075
1.148,0.23767,0.06016,0.13314,0.02564,0.20316,0.00493,0.17949,0.15976
1.15,0.24162,0.06114,0.14004,0.03748,0.2071,0,0.16765,0.14892
1.152,0.24458,0.05424,0.13609,0.0286,0.20513,0,0.18047,0.15483
1.154,0.24753,0.06114,0.13609,0.02959,0.20316,0.00493,0.17258,0.14892
1.156,0.23866,0.0641,0.13314,0.03748,0.21006,0.00493,0.16568,0.1499
1.158,0.23964,0.06509,0.13412,0.03748,0.21302,0.00493,0.15878,0.15089
1.16,0.24063,0.06312,0.13412,0.0286,0.20611,0.00493,0.17357,0.15286
1.162,0.23964,0.0641,0.13708,0.02465,0.21302,0,0.18047,0.14497
1.164,0.24162,0.06213,0.13412,0.04832,0.20611,0,0.16864,0.143
1.166,0.24753,0.05819,0.13116,0.03254,0.20809,0.00493,0.16371,0.15779
1.168,0.24063,0.06114,0.13511,0.03156,0.214,0.00493,0.15779,0.15878
1.17,0.23964,0.06509,0.13018,0.04438,0.20414,0,0.16864,0.15187
1.172,0.24753,0.06016,0.13018,0.04043,0.20513,0,0.16469,0.15582
1.174,0.25049,0.06509,0.12327,0.04241,0.2071,0,0.16371,0.15187
1.176,0.25049,0.06114,0.13018,0.03057,0.21006,0,0.17061,0.15089
1.178,0.24753,0.0641,0.12919,0.03254,0.20217,0,0.17653,0.15187
1.18,0.25049,0.05819,0.13116,0.04142,0.20907,0,0.16568,0.14793
1.182,0.23866,0.06706,0.13215,0.04241,0.20513,0.00493,0.16075,0.15286
1.184,0.24655,0.0572,0.13511,0.02663,0.22091,0,0.16667,0.15089
1.186,0.23669,0.06114,0.13314,0.03156,0.20809,0.00493,0.17554,0.15286
1.188,0.2426,0.06016,0.13708,0.0286,0.19921,0.00493,0.17751,0.15385
1.19,0.24359,0.06607,0.13116,0.04438,0.214,0.00493,0.14596,0.15385
1.192,0.23767,0.06114,0.13609,0.04142,0.20809,0,0.16568,0.15385
1.194,0.24063,0.06016,0.13708,0.02761,0.214,0.00493,0.16667,0.15286
1.196,0.24655,0.05424,0.13511,0.01874,0.2288,0.00493,0.16864,0.14694
1.198,0.23866,0.06312,0.13215,0.03649,0.21203,0,0.17061,0.15089
1.2,0.24951,0.06312,0.13314,0.04339,0.20809,0.00493,0.15779,0.14398
1.202,0.24753,0.05819,0.13314,0.03748,0.19822,0.00493,0.16272,0.16174
1.204,0.2426,0.06114,0.13708,0.03945,0.20513,0.00493,0.15779,0.15582
1.206,0.24753,0.05819,0.12722,0.03846,0.21203,0,0.15976,0.16075
1.208,0.24753,0.05523,0.13215,0.02959,0.21499,0.00493,0.16174,0.15779
1.21,0.23767,0.05819,0.13708,0.03353,0.214,0,0.1716,0.15187
1.212,0.24951,0.05917,0.13215,0.03748,0.20217,0,0.16765,0.15582
1.214,0.2426,0.05523,0.13708,0.03156,0.21203,0.00493,0.16272,0.15779
1.216,0.23964,0.0641,0.13609,0.04438,0.19034,0.00493,0.16371,0.16075
1.218,0.24852,0.06114,0.12525,0.04142,0.19921,0,0.17653,0.15187
1.22,0.23471,0.06016,0.14004,0.03748,0.20611,0.00493,0.16568,0.15483
1.222,0.24162,0.06016,0.13314,0.03945,0.19921,0,0.18245,0.14793
1.224,0.24359,0.05621,0.13511,0.03945,0.20809,0.00493,0.15779,0.15878
1.226,0.2426,0.06706,0.13116,0.02761,0.18836,0.00493,0.19034,0.15187
1.228,0.23471,0.0641,0.13116,0.0286,0.19625,0,0.1785,0.17061
1.23,0.25542,0.05621,0.12722,0.04043,0.21598,0,0.15878,0.1499
1.232,0.23866,0.05917,0.13807,0.03156,0.19625,0.00493,0.17949,0.15582
1.234,0.25247,0.0572,0.13116,0.03057,0.21006,0.00493,0.16568,0.15187
1.236,0.23767,0.05424,0.13609,0.03057,0.20316,0,0.18639,0.15582
1.238,0.23767,0.06312,0.12919,0.03452,0.19132,0.00493,0.18343,0.15976
1.24,0.24162,0.06114,0.13215,0.03945,0.21992,0.00493,0.15385,0.15089
