# m/z,Intensity
1488.8000,1.6200
1488.9000,1.0169
1489.0000,0.6923
1489.1000,2.8859
1489.2000,5.7108
1489.3000,2.5734
1489.4000,2.7953
1489.5000,5.0000
1489.6000,4.0000
1489.7000,2.3656
1489.8000,16.0000
1489.9000,31.8000
1490.0000,104.2615
1490.1000,132.2615
1490.2000,170.7000
1490.3000,140.2531
1490.4000,111.0000
1490.5000,65.7500
1490.6000,31.6906
1490.7000,12.4169
1490.8000,4.8328
1490.9000,6.2562
1491.0000,5.4538
1491.1000,1.4246
1491.2000,2.7431
1491.3000,3.1578
1491.4000,1.1292
1491.5000,1.9609
1491.6000,2.6785
1491.7000,1.0415
1491.8000,3.6047
1491.9000,3.2516
1492.0000,0.4375
1492.1000,2.0750
1492.2000,0.5446
1492.3000,1.0000
1492.4000,0.5292
1492.5000,0.2462
1492.6000,2.0000
1492.7000,0.8246
1492.8000,3.0000
1492.9000,0.7015
1493.0000,1.6462
1493.1000,1.0062
1493.2000,0.7194
1493.3000,3.1369
1493.4000,2.0000
1493.5000,0.4141
1493.6000,0.6984
1493.7000,1.8815
1493.8000,3.5266
1493.9000,2.1734
1494.0000,4.8846
1494.1000,6.4754
1494.2000,2.1277
1494.3000,3.2234
1494.4000,3.5677
1494.5000,1.2308
1494.6000,2.2750
1494.7000,3.0000
1494.8000,0.9813
1494.9000,1.3415
1495.0000,0.6562
1495.1000,1.0492
1495.2000,2.8831
1495.3000,2.0000
1495.4000,1.9323
1495.5000,0.4154
1495.6000,2.0000
1495.7000,0.4431
1495.8000,3.5338
1495.9000,3.0000
1496.0000,1.1615
1496.1000,2.4953
1496.2000,3.0000
1496.3000,1.6156
1496.4000,2.5369
1496.5000,3.2308
1496.6000,2.2323
1496.7000,0.5734
1496.8000,2.9123
1496.9000,0.2641
1497.0000,3.0000
1497.1000,2.8875
1497.2000,2.0000
1497.3000,2.3569
1497.4000,0.0092
1497.5000,8.6615
1497.6000,10.4500
1497.7000,14.0375
1497.8000,21.0985
1497.9000,14.1281
1498.0000,11.0000
1498.1000,6.5446
1498.2000,4.5477
1498.3000,6.2446
1498.4000,2.1594
1498.5000,1.9538
1498.6000,1.2185
1498.7000,1.1169
1498.8000,1.2141
1498.9000,1.1234
1499.0000,2.0615
1499.1000,2.0000
1499.2000,1.2985
1499.3000,0.4815
1499.4000,2.8266
1499.5000,1.6769
1499.6000,1.0000
1499.7000,1.0000
1499.8000,0.1844
1499.9000,3.4344
1500.0000,2.7231
1500.1000,1.6062
1500.2000,1.3754
1500.3000,2.8738
1500.4000,2.5812
1500.5000,1.9062
1500.6000,1.7723
1500.7000,0.7781
1500.8000,1.0000
1500.9000,0.1906
1501.0000,1.7615
1501.1000,1.0000
1501.2000,0.9031
1501.3000,2.0000
1501.4000,0.8338
1501.6000,0.7523
1501.7000,1.0000
1501.8000,2.0000
1501.9000,1.7516
1502.0000,1.1719
1502.1000,1.8469
1502.2000,2.2646
1502.3000,2.5969
1502.4000,5.6406
1502.5000,2.0462
1502.6000,2.9692
1502.7000,1.0738
1502.8000,1.4831
1502.9000,0.4092
1503.1000,0.7662
1503.2000,1.8375
1503.5000,0.8527
1503.7000,0.7585
1503.8000,2.0000
1503.9000,0.1906
1504.0000,1.2266
1504.1000,0.4446
1504.2000,1.8877
1504.4000,1.5523
1504.5000,0.2615
1504.6000,1.0077
1504.7000,0.4662
1504.8000,0.1359
1504.9000,0.1938
1505.0000,2.0462
1505.1000,3.5594
1505.2000,1.1750
1505.3000,6.4862
1505.4000,3.1656
1505.5000,3.8462
1505.6000,1.0000
1505.7000,3.0000
1505.8000,3.5938
1505.9000,1.4594
1506.1000,1.0000
1506.2000,0.5585
1506.3000,1.2297
1506.4000,1.0908
1506.5000,1.0000
1506.7000,1.0578
1506.8000,0.7785
1507.0000,0.0385
1507.3000,1.9908
1507.6000,0.9785
1507.7000,0.7046
1507.8000,0.3781
1507.9000,1.0000
1508.0000,0.7385
1508.1000,0.5785
1508.2000,1.0000
1508.3000,0.2277
1508.4000,0.5446
1508.5000,1.8615
1508.6000,1.1813
1508.7000,0.5108
1508.8000,3.1723
1508.9000,0.3046
1509.0000,1.5308
1509.1000,1.4277
1509.2000,1.8953
1509.3000,1.1469
1509.5000,0.0692
1509.6000,0.6138
1509.7000,0.2969
1509.8000,2.0000
1509.9000,2.0000
1510.0000,1.3462
1510.2000,0.7046
1510.3000,1.3877
1510.5000,1.0000
1510.8000,0.3631
1510.9000,0.5015
1511.0000,0.1846
1511.1000,1.7354
1511.2000,0.4492
1511.3000,0.7625
1511.4000,0.0688
1511.6000,1.4185
1511.7000,1.0262
1511.8000,0.6672
1511.9000,0.3554
1512.0000,0.0385
1512.1000,1.0000
1512.2000,0.8400
1512.3000,1.7938
1512.4000,0.2138
1512.5000,0.4766
1512.6000,0.3354
1512.7000,0.8508
1512.8000,0.5492
1512.9000,0.4646
1513.0000,1.8154
1513.1000,0.3938
1513.2000,1.8677
1513.3000,1.0123
1513.4000,0.6708
1513.6000,1.9477
1513.8000,0.5662
1513.9000,1.8677
1514.0000,0.8154
1514.1000,0.4862
1514.2000,1.0000
1514.4000,0.5797
1514.5000,2.7308
1514.6000,1.0000
1514.7000,1.3492
1514.8000,0.3492
1515.0000,1.2692
1515.1000,2.0000
1515.2000,0.5108
1515.3000,1.0000
1515.4000,1.0000
1515.5000,1.0000
1515.6000,0.0938
1515.7000,0.8279
1515.9000,1.9569
1516.0000,1.0000
1516.1000,1.6246
1516.2000,0.1187
1516.3000,1.0000
1516.4000,0.5446
1516.5000,1.0000
1516.6000,2.0000
1516.7000,0.5508
1516.8000,0.7508
1517.0000,0.6462
1517.1000,0.6605
1517.2000,1.0354
1517.4000,0.5677
1517.5000,0.1308
1517.6000,0.1708
1517.7000,1.0000
1517.8000,1.5477
1518.0000,1.7538
1518.1000,0.3215
1518.3000,2.1554
1518.4000,1.0000
1518.5000,0.8846
1518.6000,2.6431
1518.7000,1.4800
1518.8000,0.7815
1518.9000,1.0000
1519.0000,1.2308
1519.1000,0.6585
1519.2000,0.9723
1519.4000,0.5754
1519.5000,2.5846
1519.8000,1.0000
1519.9000,1.8954
1520.0000,1.3615
1520.1000,0.3523
1520.2000,0.0508
1520.4000,1.9262
1520.5000,1.8385
1520.6000,0.2492
1520.7000,0.5738
1520.8000,0.5667
1520.9000,1.0138
1521.0000,0.6894
1521.1000,0.3985
1521.2000,0.2212
1521.4000,0.5169
1521.6000,0.0708
1521.7000,1.2554
1521.8000,0.3415
1522.0000,0.7538
1522.1000,1.0646
1522.3000,1.0000
1522.5000,1.2923
1522.8000,0.4229
1522.9000,0.1246
1523.1000,0.4477
1523.2000,0.2621
1523.3000,1.0000
1523.5000,1.0000
1523.6000,1.1062
1523.7000,2.1800
1523.8000,0.9485
1524.0000,1.0000
1524.1000,1.6800
1524.3000,1.0000
1524.4000,0.7938
1524.5000,2.0154
1524.6000,2.0000
1524.8000,1.2985
1524.9000,1.3631
1525.0000,0.0769
1525.1000,0.7908
1525.2000,1.0092
1525.4000,1.8646
1525.5000,1.9385
1525.7000,0.1333
1525.8000,0.7833
1525.9000,1.0000
1526.0000,0.7769
1526.1000,1.0000
1526.2000,0.3492
1526.3000,0.6354
1526.4000,2.0000
1526.5000,0.3846
1526.6000,1.0431
1526.7000,0.2354
1526.8000,0.0500
1526.9000,1.0000
1527.0000,0.3923
1527.1000,1.7877
1527.2000,1.8277
1527.4000,1.2554
1527.5000,0.9846
1527.6000,2.3969
1527.7000,1.5877
1527.8000,2.0000
1528.0000,1.7273
1528.2000,1.0123
1528.4000,1.0000
1528.5000,0.3692
1528.6000,0.1000
1528.7000,0.6200
1528.8000,1.0000
1528.9000,1.8738
1529.0000,0.7803
1529.1000,0.4938
1529.2000,1.5364
1529.4000,1.3215
1529.5000,3.0000
1529.6000,2.7569
1529.9000,0.5877
1530.0000,1.0462
1530.1000,0.7409
1530.2000,1.0831
1530.4000,0.0831
1530.5000,0.7273
1530.6000,0.6400
1530.7000,0.9108
1530.9000,0.4606
1531.0000,1.0000
1531.1000,1.9909
1531.2000,1.7200
1531.3000,1.5508
1531.4000,1.0000
1531.5000,0.9077
1531.6000,1.4909
1531.7000,0.6470
1531.8000,1.9277
1531.9000,1.8045
1532.0000,0.9385
1532.1000,1.4800
1532.2000,1.0000
1532.3000,0.2815
1532.4000,1.4477
1532.5000,0.3538
1532.6000,0.0924
1532.8000,1.6258
1532.9000,0.1076
1533.0000,0.1615
1533.1000,0.5677
1533.2000,1.4215
1533.3000,1.0000
1533.4000,0.2523
1533.5000,1.4769
1533.6000,0.2062
1533.7000,0.9508
1534.1000,0.8697
1534.2000,1.2061
1534.3000,1.6585
1534.4000,2.8585
1534.5000,0.5909
1534.6000,0.9108
1534.7000,2.4677
1534.8000,1.9955
1534.9000,0.2600
1535.0000,0.5308
1535.1000,1.1985
1535.6000,0.8773
1535.7000,1.0000
1535.8000,0.6508
1536.1000,1.5677
1536.3000,1.9667
1536.4000,1.0000
1536.5000,0.4923
1536.6000,2.0000
1536.9000,1.0892
1537.0000,0.4000
1537.2000,1.3477
1537.4000,1.0000
1537.5000,0.1061
1537.6000,0.6369
1537.7000,0.6242
1537.8000,0.1031
1537.9000,1.8477
1538.0000,1.5923
1538.1000,1.6682
1538.2000,0.9338
1538.3000,1.0000
1538.5000,0.2955
1538.6000,1.9121
1538.7000,0.7773
1538.8000,0.5185
1538.9000,0.2631
1539.0000,0.0076
1539.3000,2.2864
1539.4000,0.9785
1539.5000,0.2879
1539.7000,0.2091
1539.8000,0.1152
1539.9000,1.3091
1540.0000,2.2424
1540.2000,1.9212
1540.3000,1.0000
1540.4000,1.4182
1540.5000,2.0000
1540.6000,1.9138
1540.7000,2.0000
1540.8000,1.2092
1540.9000,0.4233
1541.0000,1.1136
1541.1000,4.0955
1541.2000,1.0000
1541.3000,6.7364
1541.4000,4.7569
1541.5000,6.3712
1541.6000,5.0000
1541.7000,5.2515
1541.8000,5.3615
1541.9000,7.0000
1542.0000,2.0000
1542.1000,1.0000
1542.2000,1.0000
1542.3000,0.6167
1542.4000,0.7303
1542.5000,0.2171
1542.6000,1.1455
1542.7000,1.7754
1542.8000,1.0000
1542.9000,1.0000
1543.0000,0.8615
1543.1000,0.6121
1543.2000,2.2788
1543.4000,1.0000
1543.6000,1.3697
1543.7000,4.4000
1543.8000,2.0000
1543.9000,1.6303
1544.0000,0.7576
1544.1000,2.7550
1544.2000,0.2369
1544.3000,0.3682
1544.4000,1.6138
1544.5000,2.7121
1544.6000,1.7848
1544.7000,1.3492
1544.8000,3.1909
1544.9000,2.3108
1545.0000,1.2538
1545.1000,1.6697
1545.2000,2.5800
1545.3000,4.2909
1545.4000,5.6400
1545.5000,3.6212
1545.6000,2.7785
1545.7000,3.5970
1545.8000,1.0862
1545.9000,1.2939
1546.0000,2.5909
1546.1000,1.5569
1546.2000,1.9815
1546.4000,1.5061
1546.5000,1.2576
1546.6000,1.9877
1546.7000,1.2303
1546.9000,1.2862
1547.0000,1.0909
1547.1000,0.3877
1547.2000,1.3015
1547.3000,1.3212
1547.4000,2.0773
1547.5000,1.8385
1547.7000,1.3530
1547.8000,2.8833
1547.9000,1.0000
1548.0000,2.6385
1548.1000,0.6015
1548.2000,0.1585
1548.3000,0.9197
1548.4000,2.0500
1548.5000,0.8939
1548.6000,1.5788
1548.7000,1.0262
1548.8000,1.4677
1548.9000,2.0246
1549.0000,2.0000
1549.1000,0.0424
1549.2000,2.0000
1549.3000,1.9169
1549.4000,1.6985
1549.5000,1.9242
1549.6000,1.8369
1549.7000,3.0000
1549.8000,1.2667
1549.9000,0.1303
1550.0000,0.8939
1550.1000,1.0000
1550.2000,0.5788
1550.3000,0.7394
1550.5000,0.7231
1550.6000,1.4727
1550.7000,0.2470
1550.8000,1.0000
1550.9000,1.2258
1551.0000,1.9077
1551.1000,1.3167
1551.2000,0.0803
1551.3000,1.1561
1551.4000,1.0000
1551.5000,1.6136
1551.7000,2.0864
1551.8000,2.3076
1551.9000,1.8242
1552.1000,0.0015
1552.2000,1.0000
1552.3000,0.9395
1552.4000,2.4061
1552.5000,2.0000
1552.7000,1.0000
1552.8000,0.3818
1552.9000,2.5636
1553.0000,1.9231
1553.1000,0.3121
1553.2000,1.0667
1553.3000,2.0000
1553.4000,1.0091
1553.5000,0.6818
1553.6000,1.1030
1553.8000,1.9061
1553.9000,1.1292
1554.0000,0.7328
1554.2000,0.3477
1554.3000,0.1500
1554.4000,1.2712
1554.5000,0.5000
1554.8000,0.1738
1554.9000,2.5924
1555.0000,1.3712
1555.1000,0.1500
1555.2000,0.1424
1555.3000,1.0000
1555.4000,1.0000
1555.6000,0.9712
1555.7000,0.1939
1555.8000,1.1576
1555.9000,1.0431
1556.0000,0.8769
1556.1000,0.2000
1556.2000,1.6788
1556.3000,0.5424
1556.5000,0.9848
1556.6000,1.0000
1556.7000,1.4273
1556.8000,1.3515
1556.9000,0.1303
1557.0000,1.0000
1557.1000,0.3121
1557.2000,0.4667
1557.3000,1.0000
1557.4000,0.0485
1557.5000,0.6136
1557.6000,1.0000
1557.7000,0.6470
1557.8000,0.1338
1557.9000,1.0000
1558.0000,1.7045
1558.1000,2.0667
1558.2000,0.2621
1558.3000,1.9591
1558.4000,1.3354
1558.5000,1.0000
1558.6000,2.2152
1558.7000,1.1712
1558.8000,1.0500
1559.0000,1.0455
1559.1000,0.6030
1559.3000,1.0000
1559.4000,1.2909
1559.5000,0.4308
1559.6000,1.0000
1559.7000,0.0030
1559.8000,0.7909
1559.9000,2.1394
1560.0000,1.3030
1560.1000,1.0000
1560.2000,0.0788
1560.3000,0.5697
1560.4000,1.4818
1560.5000,0.8636
1560.8000,1.0818
1561.0000,1.5909
1561.1000,1.9970
1561.2000,1.2227
1561.3000,1.2864
1561.4000,1.2892
1561.5000,2.5682
1561.6000,2.0000
1561.7000,0.5667
1561.8000,0.5106
1561.9000,1.3909
1562.0000,0.9167
1562.3000,2.4500
1562.4000,1.2439
1562.5000,2.0000
1562.6000,3.3273
1562.7000,0.6030
1562.8000,1.0000
1563.0000,0.0152
1563.1000,0.8848
1563.2000,1.4424
1563.3000,1.3515
1563.4000,1.7091
1563.5000,0.0606
1563.7000,1.0545
1563.8000,1.6788
1563.9000,0.1152
1564.0000,0.1061
1564.1000,2.3758
1564.2000,1.0000
1564.3000,0.7242
1564.4000,0.1394
1564.5000,1.7121
1564.7000,0.4439
1564.8000,1.0000
1565.0000,2.0000
1565.1000,1.2697
1565.2000,0.4288
1565.4000,0.0167
1565.5000,1.0000
1565.7000,0.6015
1565.8000,0.7955
1566.0000,1.7955
1566.1000,0.4106
1566.3000,0.1863
1566.4000,1.0212
1566.5000,0.7727
1566.7000,0.3758
1566.8000,1.6606
1566.9000,0.9636
1567.0000,1.0000
1567.2000,0.3606
1567.3000,0.8303
1567.4000,0.9636
1567.5000,1.5152
1567.6000,0.4333
1567.7000,1.0000
1567.8000,2.0000
1568.0000,0.4776
1568.3000,0.1621
1568.4000,1.0866
1568.6000,1.5657
1568.9000,1.0000
1569.0000,0.2197
1569.1000,1.1485
1569.2000,1.2333
1569.3000,0.1924
1569.4000,1.0000
1569.5000,1.7955
1569.6000,1.0000
1569.7000,0.3985
1569.8000,1.0000
1570.0000,0.1970
1570.1000,1.3879
1570.4000,1.9515
1570.5000,2.6667
1570.6000,0.3576
1570.7000,1.4515
1570.8000,0.2567
1570.9000,1.8909
1571.0000,0.1364
1571.2000,1.0364
1571.3000,2.0000
1571.4000,1.0000
1571.5000,1.1818
1571.6000,0.7075
1571.7000,1.0000
1572.0000,0.0682
1572.2000,1.1000
1572.3000,1.7182
1572.5000,0.9776
1572.7000,0.6015
1572.8000,1.2403
1572.9000,0.7712
1573.1000,0.8470
1573.3000,0.5348
1573.4000,0.2742
1573.6000,1.9076
1573.7000,1.0000
1573.8000,1.4455
1573.9000,0.6727
1574.0000,0.1493
1574.2000,0.2303
1574.3000,1.0000
1574.4000,0.3970
1574.6000,0.9788
1574.7000,1.6909
1574.9000,0.5364
1575.0000,0.2836
1575.2000,0.0925
1575.3000,0.7303
1575.4000,1.0000
1575.5000,0.6418
1575.6000,0.8273
1575.7000,0.0106
1575.9000,0.7731
1576.0000,0.4318
1576.1000,0.7478
1576.2000,1.0652
1576.3000,0.1239
1576.5000,0.5149
1576.6000,0.3318
1576.7000,0.1561
1576.8000,1.9313
1576.9000,0.2106
1577.0000,0.6045
1577.1000,1.0000
1577.2000,0.7530
1577.4000,0.1197
1577.5000,0.2955
1577.6000,0.5134
1577.7000,0.6697
1577.8000,0.8455
1578.0000,0.2090
1578.1000,0.6121
1578.2000,1.0000
1578.4000,0.0836
1578.6000,2.8896
1578.7000,0.4576
1578.8000,0.6333
1579.0000,0.9851
1579.1000,0.8394
1579.2000,0.6537
1579.3000,0.4806
1579.4000,1.4061
1579.6000,0.0612
1579.9000,0.4106
1580.1000,0.9409
1580.4000,0.5388
1580.5000,0.7313
1580.6000,0.1925
1580.7000,0.9806
1580.9000,1.0000
1581.0000,0.5076
1581.1000,1.6833
1581.2000,3.4364
1581.3000,1.0000
1581.5000,0.7424
1581.6000,0.8909
1581.7000,0.7303
1582.6000,1.0000
1582.7000,0.4358
1582.9000,0.7788
1583.1000,0.2303
1583.2000,0.2866
1583.3000,0.5485
1583.4000,1.2545
1583.6000,2.9136
1583.7000,1.1318
1583.9000,0.5239
1584.0000,0.3561
1584.1000,1.6149
1584.4000,1.0000
1584.5000,0.5227
1584.6000,0.3567
1584.7000,1.0000
1584.8000,0.9746
1585.0000,0.6894
1585.2000,0.3627
1585.3000,0.1924
1585.8000,1.6333
1585.9000,1.0000
1586.0000,1.9394
1586.1000,0.8716
1586.2000,0.7091
1586.4000,1.3821
1586.6000,1.0000
1586.7000,0.8925
1586.8000,1.4606
1586.9000,0.4303
1587.0000,0.5909
1587.1000,0.7552
1587.2000,0.0866
1587.5000,0.5970
1587.6000,0.8776
1587.8000,1.1149
1587.9000,0.0879
1588.1000,1.0000
1588.2000,1.0000
1588.3000,0.3090
1588.4000,1.0000
1588.5000,0.0149
1588.8000,1.5179
1588.9000,0.6403
1589.0000,0.2015
1589.1000,0.9567
1589.2000,1.0000
1589.4000,0.4313
1589.7000,1.0000
1589.9000,0.2182
1590.0000,1.0000
1590.1000,0.4687
1590.3000,0.8455
1590.5000,2.5455
1590.6000,0.6879
1590.8000,2.2478
1590.9000,0.4424
1591.0000,0.0746
1591.2000,0.2418
1591.4000,0.5433
1591.5000,1.6970
1591.6000,0.3104
1591.7000,0.0030
1591.9000,1.6833
1592.0000,1.0000
1592.1000,1.6227
1592.2000,1.7716
1592.3000,0.1424
1592.4000,0.1485
1592.5000,0.7687
1592.6000,0.3803
1592.7000,1.4672
1592.8000,0.3239
1593.1000,0.1358
1593.2000,0.7209
1593.3000,1.8576
1593.4000,0.5806
1593.6000,1.1179
1593.7000,1.0258
1593.8000,1.1836
1594.0000,0.5191
1594.1000,2.2606
1594.2000,1.0000
1594.3000,0.2328
1594.4000,1.9194
1594.5000,2.3284
1594.6000,4.1015
1594.7000,1.5182
1594.8000,1.6727
1594.9000,2.6239
1595.0000,3.8209
1595.1000,1.1000
1595.2000,2.0000
1595.3000,1.4000
1595.4000,3.1731
1595.5000,1.9403
1595.6000,2.6597
1595.7000,2.9731
1595.8000,3.7636
1595.9000,2.4727
1596.0000,4.1818
1596.1000,7.3364
1596.2000,15.0470
1596.3000,36.4121
1596.4000,73.9682
1596.5000,91.5522
1596.6000,94.2851
1596.7000,89.5687
1596.8000,47.5716
1596.9000,27.5657
1597.0000,14.2879
1597.1000,9.0015
1597.2000,3.8552
1597.3000,3.8318
1597.4000,1.4227
1597.5000,2.7273
1597.6000,1.2970
1597.7000,2.6925
1597.8000,2.0209
1597.9000,1.1328
1598.0000,1.7239
1598.1000,1.2318
1598.3000,2.0731
1598.4000,1.3313
1598.5000,1.9848
1598.6000,0.3455
1598.8000,1.6000
1598.9000,2.3909
1599.0000,1.3284
1599.1000,1.1851
1599.2000,0.0848
1599.3000,0.0879
1599.4000,0.6896
1599.5000,3.8657
1599.6000,1.4985
1599.7000,1.7104
1599.8000,2.0000
1599.9000,0.1672
1600.0000,1.0597
1600.1000,0.3761
1600.2000,0.6687
1600.3000,0.5403
1600.4000,2.7940
1600.5000,1.4627
1600.6000,4.7493
1600.7000,3.0212
1600.8000,4.3075
1600.9000,4.4104
1601.0000,2.0000
1601.1000,1.1075
1601.2000,1.0000
1601.3000,1.6507
1601.6000,0.7746
1601.7000,1.0000
1601.8000,1.0060
1601.9000,1.8761
1602.0000,0.9851
1602.1000,1.2060
1602.2000,1.9746
1602.3000,1.0000
1602.5000,1.1493
1602.6000,2.0000
1602.7000,2.0000
1602.8000,4.4682
1602.9000,0.0463
1603.0000,1.9104
1603.1000,1.4358
1603.2000,1.0000
1603.3000,0.9636
1603.4000,2.5515
1603.5000,0.5075
1603.6000,2.7493
1603.7000,0.9970
1603.8000,1.0000
1603.9000,1.2597
1604.0000,1.0000
1604.1000,1.9672
1604.2000,2.0657
1604.3000,3.0000
1604.4000,9.5075
1604.5000,17.7015
1604.6000,17.4179
1604.7000,13.5672
1604.8000,14.2657
1604.9000,11.8269
1605.0000,5.6716
1605.1000,6.0000
1605.2000,1.9284
1605.3000,3.0000
1605.4000,0.8075
1605.5000,1.6894
1605.6000,2.0000
1605.8000,0.6910
1606.0000,1.0000
1606.2000,2.1896
1606.3000,1.0000
1606.4000,1.5537
1606.5000,1.4318
1606.6000,1.0000
1606.7000,1.6328
1606.8000,2.0000
1606.9000,1.0582
1607.0000,1.3731
1607.1000,0.3149
1607.2000,1.0000
1607.3000,1.1134
1607.6000,0.9269
1607.9000,0.3045
1608.0000,1.4179
1608.1000,1.0000
1608.2000,0.6806
1608.3000,0.2119
1608.5000,1.0299
1608.6000,0.4299
1608.7000,0.7284
1608.8000,0.3851
1608.9000,1.5403
1609.0000,1.6269
1609.1000,0.7403
1609.3000,0.9821
1609.4000,0.1104
1609.5000,0.7761
1609.6000,1.6746
1609.7000,1.3970
1609.8000,2.4209
1609.9000,0.6925
1610.3000,0.3373
1610.4000,0.5940
1610.6000,0.5239
1610.9000,2.0000
1611.0000,1.0000
1611.1000,1.0000
1611.2000,1.7806
1611.3000,0.3328
1611.4000,1.5537
1611.5000,0.5682
1611.6000,1.0000
1611.7000,0.8015
1611.8000,0.0851
1611.9000,1.0000
1612.1000,1.0000
1612.2000,0.6313
1612.3000,0.4821
1612.4000,1.4045
1612.5000,0.7090
1612.6000,2.3403
1612.7000,1.1701
1612.8000,2.2269
1612.9000,1.3403
1613.0000,1.0000
1613.1000,0.7642
1613.2000,0.5045
1613.3000,1.0000
1613.4000,1.0000
1613.6000,1.0000
1613.7000,0.9373
1613.9000,0.7254
1614.0000,1.0000
1614.1000,0.9970
1614.2000,0.6149
1614.3000,0.7134
1614.6000,0.0529
1614.7000,0.1522
1614.8000,0.7343
1614.9000,1.0000
1615.0000,1.5224
1615.1000,1.1970
1615.2000,0.7119
1615.5000,0.0224
1615.6000,2.5925
1615.8000,1.3045
1615.9000,0.4612
1616.0000,0.4403
1616.1000,1.3463
1616.3000,1.0000
1616.4000,0.0164
1616.5000,2.7090
1616.6000,1.0000
1616.7000,0.6179
1616.8000,0.4075
1617.2000,0.3373
1617.3000,2.7896
1617.5000,0.1418
1617.6000,2.2567
1617.7000,0.3463
1617.9000,1.0000
1618.0000,0.6866
1618.1000,1.0000
1618.3000,0.9672
1618.4000,0.9343
1618.5000,0.3529
1618.7000,0.3761
1618.8000,0.9493
1618.9000,0.5731
1619.0000,0.6765
1619.1000,0.4299
1619.2000,1.7672
1619.3000,1.0000
1619.4000,0.0806
1619.5000,1.0000
1619.6000,0.7224
1619.7000,0.3761
1619.8000,0.5254
1619.9000,0.8537
1620.1000,0.7701
1620.2000,0.2441
1620.4000,1.9269
1620.5000,0.8284
1620.7000,1.8940
1620.8000,0.4672
1620.9000,0.5657
1621.0000,1.0075
1621.1000,0.4746
1621.2000,2.0000
1621.3000,1.9597
1621.4000,2.0000
1621.8000,0.4373
1622.0000,0.3806
1622.1000,1.4358
1622.2000,0.1836
1622.3000,0.9149
1622.4000,0.9985
1622.5000,0.0970
1622.6000,0.8045
1622.7000,0.8691
1622.9000,1.5164
1623.0000,0.8529
1623.1000,1.3343
1623.3000,0.8500
1623.4000,0.9463
1623.6000,0.1284
1623.7000,0.7731
1623.8000,0.6896
1623.9000,1.7731
1624.0000,0.4925
1624.1000,0.8179
1624.3000,1.2269
1624.4000,3.4353
1624.5000,0.9552
1624.7000,0.1353
1624.9000,1.0000
1625.2000,0.4149
1625.3000,0.3313
1625.5000,0.8507
1625.8000,0.2441
1626.1000,0.3838
1626.2000,1.0537
1626.3000,1.0000
1626.4000,1.0000
1626.5000,0.7279
1626.6000,1.0000
1626.7000,0.9060
1626.9000,0.0731
1627.4000,0.9881
1627.5000,0.5896
1627.7000,2.0000
1628.2000,0.1746
1628.5000,0.5672
1628.6000,0.4836
1628.7000,1.0000
1628.8000,1.0000
1628.9000,1.2328
1629.1000,1.0000
1629.2000,0.9824
1629.5000,0.7463
1629.8000,0.5029
1630.1000,2.4806
1630.2000,1.0000
1630.4000,1.0000
1630.5000,0.0597
1630.6000,1.0000
1630.7000,0.2119
1630.8000,0.7045
1630.9000,1.0000
1631.1000,1.0000
1631.2000,0.7735
1631.4000,0.2254
1631.5000,0.1544
1631.8000,1.8418
1631.9000,1.0000
1632.1000,0.6897
1632.2000,0.6164
1632.4000,0.4642
1632.5000,0.3897
1632.6000,1.0000
1632.7000,0.2397
1632.8000,0.3194
1632.9000,1.0000
1633.0000,0.0075
1633.3000,0.2134
1633.4000,1.0000
1633.5000,1.0000
1633.7000,0.9940
1633.8000,1.0000
1633.9000,1.6552
1634.0000,0.2761
1634.1000,0.7956
1634.2000,1.7672
1634.3000,0.0478
1634.5000,1.8209
1634.6000,0.8294
1634.7000,0.2382
1634.8000,1.3104
1635.0000,0.5522
1635.1000,1.5235
1635.3000,1.0235
1635.4000,0.7373
1635.5000,1.6119
1635.6000,0.2507
1635.7000,0.0567
1636.0000,1.0000
1636.1000,0.2179
1636.2000,0.7134
1636.3000,0.3552
1636.4000,0.4239
1636.5000,0.9851
1636.6000,1.1224
1636.8000,0.6985
1637.0000,0.1642
1637.1000,0.9045
1637.4000,1.0000
1637.5000,1.8284
1637.6000,2.2897
1637.8000,0.6279
1638.1000,0.5687
1638.2000,0.3721
1638.4000,1.0000
1638.5000,0.3433
1638.6000,1.1162
1638.8000,0.0382
1638.9000,1.0000
1639.0000,0.8582
1639.2000,1.7250
1639.3000,1.3343
1639.4000,0.3956
1639.5000,0.5368
1639.6000,0.5239
1639.7000,1.0000
1639.8000,0.6463
1640.1000,0.1627
1640.2000,1.1074
1640.6000,3.5701
1640.7000,0.7912
1640.8000,0.5313
1641.1000,0.8836
1641.2000,1.4912
1641.4000,0.3765
1641.5000,0.3134
1641.7000,1.0000
1641.8000,0.1373
1642.0000,0.0294
1642.1000,0.0382
1642.2000,0.9088
1642.3000,0.8537
1642.5000,0.2647
1642.7000,0.3761
1642.9000,0.4912
1643.0000,0.4559
1643.1000,0.8059
1643.5000,0.1691
1643.7000,1.0000
1643.8000,1.9897
1644.0000,1.7794
1644.4000,1.6441
1644.5000,2.2500
1644.6000,0.5721
1644.8000,0.5338
1644.9000,0.4132
1645.0000,0.3603
1645.1000,1.0000
1645.6000,0.0574
1645.8000,0.0485
1645.9000,0.1015
1646.0000,0.1544
1646.1000,1.5853
1646.3000,0.6970
1646.4000,0.6485
1646.5000,1.5956
1646.8000,0.5559
1646.9000,1.3912
1647.1000,0.3000
1647.2000,0.2471
1647.3000,0.8059
1647.4000,0.8441
1647.6000,0.9493
