title,Fdc1 @ 350 K - multiple X-axis,,,,,,,,,,,,,
plot_type,multi-line,,,,,,,,,,,,,
x_label,Time (ns),,,,,,,,,,,,,
y_label,Secondary structure (%),,,,,,,,,,,,,
x_unit,ns,,,,,,,,,,,,,
y_unit,%,,,,,,,,,,,,,
color,#000000,,#FD5200,,#0000FF,,#FF8000,,#68D2FB,,#000080,#009F00,,#800080
label,None,,Parallel Beta-sheet,,Anti Beta-sheet,,3-10 helix,,Alpha helix,,Pi(3-14) helix,Turn,,Bend
axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_y,axis_x,axis_y
0.376,0.23669,0.376,0.06016,0.376,0.13708,0.376,0.03846,0.376,0.22584,0.376,0,0.15582,0.376,0.1499
0.378,0.24359,0.378,0.06016,0.378,0.14201,0.378,0.04339,0.378,0.2288,0.378,0.00493,0.13215,0.378,0.14892
0.38,0.23373,0.38,0.06509,0.38,0.13511,0.38,0.03846,0.38,0.22091,0.38,0,0.15187,0.38,0.15878
0.382,0.2426,0.382,0.06016,0.382,0.13609,0.382,0.03846,0.382,0.21795,0.382,0,0.15483,0.382,0.15385
0.384,0.23669,0.384,0.06213,0.384,0.13905,0.384,0.04142,0.384,0.22584,0.384,0,0.14497,0.384,0.15385
0.386,0.23176,0.386,0.06016,0.386,0.14103,0.386,0.04142,0.386,0.22781,0.386,0.00493,0.13708,0.386,0.15976
0.388,0.24458,0.388,0.05424,0.388,0.14103,0.388,0.03254,0.388,0.21992,0.388,0.00493,0.15187,0.388,0.15483
0.39,0.23767,0.39,0.05917,0.39,0.13708,0.39,0.03945,0.39,0.22387,0.39,0.00493,0.143,0.39,0.15878
0.392,0.23373,0.392,0.0641,0.392,0.14004,0.392,0.03649,0.392,0.22189,0.392,0,0.15089,0.392,0.1568
0.394,0.23176,0.394,0.06016,0.394,0.14201,0.394,0.0355,0.394,0.21598,0.394,0.00493,0.15286,0.394,0.16075
0.396,0.23767,0.396,0.06114,0.396,0.14596,0.396,0.03649,0.396,0.22781,0.396,0.00493,0.14201,0.396,0.14793
0.398,0.24458,0.398,0.05819,0.398,0.14201,0.398,0.0286,0.398,0.21992,0.398,0.00493,0.14694,0.398,0.15878
0.4,0.24162,0.4,0.06312,0.4,0.13807,0.4,0.03057,0.4,0.22485,0.4,0.00493,0.14103,0.4,0.15976
0.402,0.24951,0.402,0.05523,0.402,0.14004,0.402,0.0355,0.402,0.214,0.402,0,0.15878,0.402,0.15089
0.404,0.24359,0.404,0.05325,0.404,0.143,0.404,0.03649,0.404,0.22682,0.404,0.00493,0.14201,0.404,0.15385
0.406,0.25148,0.406,0.0503,0.406,0.14201,0.406,0.03353,0.406,0.2357,0.406,0,0.14398,0.406,0.14694
0.408,0.24359,0.408,0.06016,0.408,0.143,0.408,0.0355,0.408,0.22978,0.408,0,0.13807,0.408,0.15385
0.41,0.24063,0.41,0.05917,0.41,0.14103,0.41,0.04536,0.41,0.21992,0.41,0.00493,0.143,0.41,0.1499
0.412,0.23669,0.412,0.0641,0.412,0.13511,0.412,0.03748,0.412,0.22091,0.412,0,0.15385,0.412,0.15582
0.414,0.2288,0.414,0.06114,0.414,0.14497,0.414,0.03452,0.414,0.23077,0.414,0.00493,0.14596,0.414,0.15286
0.416,0.23471,0.416,0.06016,0.416,0.13807,0.416,0.0355,0.416,0.21302,0.416,0.00986,0.15286,0.416,0.15976
0.418,0.23866,0.418,0.05621,0.418,0.14497,0.418,0.04241,0.418,0.22387,0.418,0,0.15187,0.418,0.14596
0.42,0.22978,0.42,0.06805,0.42,0.13905,0.42,0.0286,0.42,0.22091,0.42,0.00493,0.1568,0.42,0.15582
0.422,0.23964,0.422,0.05917,0.422,0.13905,0.422,0.0355,0.422,0.22288,0.422,0,0.14497,0.422,0.16272
0.424,0.24458,0.424,0.0641,0.424,0.13609,0.424,0.0217,0.424,0.22584,0.424,0.00493,0.16075,0.424,0.14596
0.426,0.24852,0.426,0.0572,0.426,0.13905,0.426,0.02465,0.426,0.22387,0.426,0.00493,0.15779,0.426,0.14793
0.428,0.23176,0.428,0.06213,0.428,0.14004,0.428,0.03649,0.428,0.214,0.428,0,0.16469,0.428,0.15483
0.43,0.23669,0.43,0.06016,0.43,0.14103,0.43,0.02367,0.43,0.22091,0.43,0.00493,0.1568,0.43,0.15976
0.432,0.23866,0.432,0.06016,0.432,0.14103,0.432,0.03057,0.432,0.20611,0.432,0.00493,0.15779,0.432,0.16469
0.434,0.23176,0.434,0.0641,0.434,0.14201,0.434,0.03649,0.434,0.22584,0.434,0,0.15089,0.434,0.15286
0.436,0.23964,0.436,0.05819,0.436,0.14398,0.436,0.03156,0.436,0.22288,0.436,0,0.16075,0.436,0.14694
0.438,0.23866,0.438,0.06312,0.438,0.13511,0.438,0.03452,0.438,0.21499,0.438,0.00493,0.16075,0.438,0.15187
0.44,0.23373,0.44,0.06607,0.44,0.13905,0.44,0.03057,0.44,0.22485,0.44,0.00493,0.15483,0.44,0.1499
0.442,0.2357,0.442,0.06607,0.442,0.14103,0.442,0.02663,0.442,0.22189,0.442,0.00493,0.15878,0.442,0.14892
0.444,0.23964,0.444,0.06016,0.444,0.14103,0.444,0.02959,0.444,0.21696,0.444,0,0.15779,0.444,0.15878
0.446,0.24556,0.446,0.05621,0.446,0.13511,0.446,0.02367,0.446,0.23176,0.446,0,0.15286,0.446,0.15878
0.448,0.24753,0.448,0.05917,0.448,0.13609,0.448,0.03057,0.448,0.21696,0.448,0.00493,0.16272,0.448,0.14596
0.45,0.22978,0.45,0.0641,0.45,0.13807,0.45,0.03156,0.45,0.22288,0.45,0.00493,0.1568,0.45,0.15582
0.452,0.2426,0.452,0.05819,0.452,0.13708,0.452,0.03156,0.452,0.23373,0.452,0.00493,0.14497,0.452,0.15089
0.454,0.2426,0.454,0.0641,0.454,0.13412,0.454,0.02959,0.454,0.22682,0.454,0.00493,0.1499,0.454,0.15187
0.456,0.24458,0.456,0.05917,0.456,0.13905,0.456,0.02564,0.456,0.22682,0.456,0.00493,0.143,0.456,0.16075
0.458,0.24458,0.458,0.06509,0.458,0.13314,0.458,0.03748,0.458,0.21105,0.458,0.00592,0.14694,0.458,0.15976
0.46,0.25345,0.46,0.06016,0.46,0.13609,0.46,0.02268,0.46,0.22584,0.46,0,0.15878,0.46,0.14694
0.462,0.24063,0.462,0.0572,0.462,0.14004,0.462,0.02465,0.462,0.22091,0.462,0,0.16963,0.462,0.15089
0.464,0.24359,0.464,0.06312,0.464,0.13412,0.464,0.02761,0.464,0.23077,0.464,0,0.15089,0.464,0.15385
0.466,0.23077,0.466,0.06016,0.466,0.13708,0.466,0.02564,0.466,0.23077,0.466,0,0.16075,0.466,0.15878
0.468,0.24063,0.468,0.06213,0.468,0.13609,0.468,0.04142,0.468,0.22781,0.468,0,0.13708,0.468,0.15878
0.47,0.24162,0.47,0.05819,0.47,0.14103,0.47,0.03748,0.47,0.21302,0.47,0.00493,0.15286,0.47,0.15483
0.472,0.23373,0.472,0.0641,0.472,0.13708,0.472,0.04438,0.472,0.21499,0.472,0,0.16075,0.472,0.14892
0.474,0.23866,0.474,0.06312,0.474,0.13609,0.474,0.03452,0.474,0.22091,0.474,0.00493,0.15187,0.474,0.15385
0.476,0.23669,0.476,0.06114,0.476,0.14004,0.476,0.03156,0.476,0.22584,0.476,0,0.14596,0.476,0.16272
0.478,0.24063,0.478,0.06706,0.478,0.12919,0.478,0.03156,0.478,0.22387,0.478,0,0.13609,0.478,0.17554
0.48,0.25049,0.48,0.0572,0.48,0.13609,0.48,0.03846,0.48,0.22189,0.48,0,0.14497,0.48,0.15483
0.482,0.23964,0.482,0.06213,0.482,0.14004,0.482,0.04043,0.482,0.21696,0.482,0,0.14793,0.482,0.1568
0.484,0.24458,0.484,0.05819,0.484,0.14103,0.484,0.03353,0.484,0.21992,0.484,0.00493,0.15286,0.484,0.14892
0.486,0.24655,0.486,0.05621,0.486,0.13511,0.486,0.03156,0.486,0.21499,0.486,0.00493,0.16568,0.486,0.14892
0.488,0.26036,0.488,0.05227,0.488,0.12821,0.488,0.03748,0.488,0.21598,0.488,0,0.14793,0.488,0.16174
0.49,0.24556,0.49,0.0572,0.49,0.13511,0.49,0.03057,0.49,0.22189,0.49,0.00493,0.15187,0.49,0.1568
0.492,0.24951,0.492,0.0572,0.492,0.13905,0.492,0.02663,0.492,0.21795,0.492,0,0.16075,0.492,0.15286
0.494,0.2357,0.494,0.06312,0.494,0.13609,0.494,0.02663,0.494,0.21302,0.494,0.00493,0.16469,0.494,0.15976
0.496,0.24359,0.496,0.06016,0.496,0.13905,0.496,0.03353,0.496,0.22682,0.496,0,0.15286,0.496,0.14793
0.498,0.23669,0.498,0.06213,0.498,0.13807,0.498,0.03353,0.498,0.21992,0.498,0,0.16174,0.498,0.15187
0.5,0.2426,0.5,0.06114,0.5,0.13511,0.5,0.02761,0.5,0.22682,0.5,0,0.15779,0.5,0.15286
0.502,0.23866,0.502,0.06114,0.502,0.14004,0.502,0.02761,0.502,0.214,0.502,0.00493,0.16371,0.502,0.15385
0.504,0.23866,0.504,0.06213,0.504,0.13215,0.504,0.03254,0.504,0.22485,0.504,0.00493,0.1568,0.504,0.15187
0.506,0.24359,0.506,0.05819,0.506,0.13905,0.506,0.02268,0.506,0.21696,0.506,0.00493,0.16174,0.506,0.1568
0.508,0.23274,0.508,0.06016,0.508,0.13905,0.508,0.03254,0.508,0.21499,0.508,0,0.15878,0.508,0.16568
0.51,0.23471,0.51,0.06114,0.51,0.143,0.51,0.03748,0.51,0.21795,0.51,0.00493,0.14793,0.51,0.1568
0.512,0.25049,0.512,0.06607,0.512,0.12821,0.512,0.02959,0.512,0.2288,0.512,0.00493,0.14892,0.512,0.14694
0.514,0.24359,0.514,0.0641,0.514,0.13708,0.514,0.03649,0.514,0.20513,0.514,0.00592,0.15779,0.514,0.15385
0.516,0.23669,0.516,0.06114,0.516,0.14103,0.516,0.03846,0.516,0.23077,0.516,0,0.14103,0.516,0.15483
0.518,0.23964,0.518,0.0641,0.518,0.13116,0.518,0.03452,0.518,0.21598,0.518,0,0.15779,0.518,0.16075
0.52,0.23373,0.52,0.06903,0.52,0.14004,0.52,0.03846,0.52,0.21696,0.52,0,0.14892,0.52,0.1568
0.522,0.24655,0.522,0.06312,0.522,0.13314,0.522,0.03846,0.522,0.21203,0.522,0,0.1716,0.522,0.13905
0.524,0.24359,0.524,0.0641,0.524,0.13314,0.524,0.02959,0.524,0.21499,0.524,0,0.16272,0.524,0.15582
0.526,0.23866,0.526,0.06114,0.526,0.12919,0.526,0.03156,0.526,0.21499,0.526,0,0.16667,0.526,0.16174
0.528,0.24458,0.528,0.0641,0.528,0.13511,0.528,0.02071,0.528,0.22387,0.528,0.00493,0.15385,0.528,0.1568
0.53,0.25247,0.53,0.05621,0.53,0.13511,0.53,0.0286,0.53,0.21992,0.53,0.00493,0.1568,0.53,0.1499
0.532,0.2426,0.532,0.05819,0.532,0.13412,0.532,0.0217,0.532,0.2288,0.532,0,0.15385,0.532,0.16469
0.534,0.24655,0.534,0.0641,0.534,0.12821,0.534,0.03846,0.534,0.2357,0.534,0,0.13708,0.534,0.15385
0.536,0.24556,0.536,0.06213,0.536,0.13314,0.536,0.0355,0.536,0.22091,0.536,0.00493,0.14596,0.536,0.15582
0.538,0.24063,0.538,0.0641,0.538,0.12623,0.538,0.03846,0.538,0.214,0.538,0,0.16174,0.538,0.15878
0.54,0.23866,0.54,0.0641,0.54,0.13511,0.54,0.03156,0.54,0.21992,0.54,0.00493,0.1568,0.54,0.15286
0.542,0.24655,0.542,0.05917,0.542,0.13511,0.542,0.04339,0.542,0.2288,0.542,0.00493,0.13708,0.542,0.14892
0.544,0.24162,0.544,0.05917,0.544,0.13807,0.544,0.03156,0.544,0.21006,0.544,0,0.16864,0.544,0.15483
0.546,0.25838,0.546,0.05819,0.546,0.12919,0.546,0.02367,0.546,0.21499,0.546,0.00493,0.15187,0.546,0.16272
0.548,0.24063,0.548,0.05227,0.548,0.13708,0.548,0.02959,0.548,0.214,0.548,0,0.16371,0.548,0.16667
0.55,0.24655,0.55,0.05819,0.55,0.14004,0.55,0.0355,0.55,0.21992,0.55,0.00493,0.1499,0.55,0.14892
0.552,0.23471,0.552,0.06114,0.552,0.13609,0.552,0.04043,0.552,0.22485,0.552,0,0.14497,0.552,0.16174
0.554,0.24458,0.554,0.05917,0.554,0.13905,0.554,0.01183,0.554,0.21795,0.554,0.00493,0.16864,0.554,0.15779
0.556,0.24951,0.556,0.06607,0.556,0.12919,0.556,0.01874,0.556,0.21499,0.556,0.00493,0.16174,0.556,0.15878
0.558,0.23077,0.558,0.06016,0.558,0.14201,0.558,0.03945,0.558,0.20217,0.558,0.00493,0.16272,0.558,0.16174
0.56,0.25049,0.56,0.0572,0.56,0.13511,0.56,0.04142,0.56,0.20809,0.56,0.00493,0.15385,0.56,0.15286
0.562,0.2426,0.562,0.06213,0.562,0.13314,0.562,0.03945,0.562,0.20513,0.562,0.00493,0.15187,0.562,0.16469
0.564,0.26134,0.564,0.05424,0.564,0.13018,0.564,0.02761,0.564,0.21893,0.564,0.00493,0.16469,0.564,0.14201
0.566,0.24852,0.566,0.05917,0.566,0.13412,0.566,0.03353,0.566,0.21203,0.566,0.00493,0.1716,0.566,0.14004
0.568,0.24359,0.568,0.05917,0.568,0.13708,0.568,0.03452,0.568,0.19822,0.568,0,0.1716,0.568,0.15976
0.57,0.24556,0.57,0.05819,0.57,0.13511,0.57,0.02465,0.57,0.22584,0.57,0,0.15187,0.57,0.16272
0.572,0.24753,0.572,0.06016,0.572,0.14004,0.572,0.03452,0.572,0.20907,0.572,0,0.15779,0.572,0.15483
0.574,0.24852,0.574,0.05917,0.574,0.13708,0.574,0.03846,0.574,0.22288,0.574,0.00493,0.14398,0.574,0.14892
0.576,0.2357,0.576,0.06312,0.576,0.14201,0.576,0.0355,0.576,0.21006,0.576,0,0.16568,0.576,0.15187
0.578,0.24063,0.578,0.06509,0.578,0.13412,0.578,0.02663,0.578,0.21696,0.578,0.00493,0.15286,0.578,0.16272
0.58,0.24162,0.58,0.06607,0.58,0.12722,0.58,0.03057,0.58,0.22781,0.58,0,0.15385,0.58,0.1568
0.582,0.23767,0.582,0.0641,0.582,0.13609,0.582,0.0355,0.582,0.21006,0.582,0.00493,0.16272,0.582,0.15286
0.584,0.24655,0.584,0.06509,0.584,0.13511,0.584,0.04339,0.584,0.22387,0.584,0,0.143,0.584,0.14694
0.586,0.24655,0.586,0.06607,0.586,0.13215,0.586,0.0355,0.586,0.21696,0.586,0,0.16272,0.586,0.14398
0.588,0.25641,0.588,0.0641,0.588,0.12426,0.588,0.03156,0.588,0.21696,0.588,0,0.16174,0.588,0.14892
0.59,0.24556,0.59,0.06213,0.59,0.13116,0.59,0.04241,0.59,0.21598,0.59,0,0.14793,0.59,0.15878
0.592,0.23866,0.592,0.0641,0.592,0.13215,0.592,0.0355,0.592,0.21795,0.592,0.00493,0.14694,0.592,0.16371
0.594,0.24556,0.594,0.05917,0.594,0.13412,0.594,0.04142,0.594,0.22387,0.594,0.00493,0.14892,0.594,0.14596
0.596,0.23866,0.596,0.06114,0.596,0.13708,0.596,0.02465,0.596,0.20217,0.596,0.00493,0.17751,0.596,0.15779
0.598,0.24063,0.598,0.06312,0.598,0.13314,0.598,0.02761,0.598,0.22978,0.598,0.00493,0.15385,0.598,0.15089
0.6,0.24359,0.6,0.06213,0.6,0.12919,0.6,0.04339,0.6,0.20809,0.6,0.00493,0.1499,0.6,0.16272
0.602,0.24063,0.602,0.0641,0.602,0.13314,0.602,0.04339,0.602,0.2288,0.602,0,0.14793,0.602,0.14596
0.604,0.2357,0.604,0.05819,0.604,0.14201,0.604,0.03649,0.604,0.20809,0.604,0,0.16371,0.604,0.15976
0.606,0.23373,0.606,0.06114,0.606,0.13905,0.606,0.03748,0.606,0.21795,0.606,0.00493,0.1499,0.606,0.15976
0.608,0.23669,0.608,0.06509,0.608,0.13905,0.608,0.03057,0.608,0.21795,0.608,0.00986,0.15385,0.608,0.15089
0.61,0.23964,0.61,0.06213,0.61,0.13807,0.61,0.02564,0.61,0.21499,0.61,0.00493,0.15878,0.61,0.15976
0.612,0.24162,0.612,0.06706,0.612,0.13116,0.612,0.03945,0.612,0.20907,0.612,0,0.15976,0.612,0.15582
0.614,0.22781,0.614,0.06805,0.614,0.13905,0.614,0.03254,0.614,0.22288,0.614,0,0.15187,0.614,0.16174
0.616,0.23964,0.616,0.05523,0.616,0.143,0.616,0.03057,0.616,0.20513,0.616,0,0.17751,0.616,0.15286
0.618,0.22978,0.618,0.06213,0.618,0.14398,0.618,0.02663,0.618,0.21105,0.618,0,0.17357,0.618,0.1568
0.62,0.23767,0.62,0.05819,0.62,0.14497,0.62,0.0286,0.62,0.21499,0.62,0,0.1716,0.62,0.14793
0.622,0.24162,0.622,0.06114,0.622,0.13807,0.622,0.03156,0.622,0.21499,0.622,0,0.16864,0.622,0.14793
0.624,0.2426,0.624,0.06213,0.624,0.13412,0.624,0.03254,0.624,0.214,0.624,0,0.17456,0.624,0.14398
0.626,0.23669,0.626,0.06016,0.626,0.13708,0.626,0.03748,0.626,0.19527,0.626,0,0.18146,0.626,0.15582
0.628,0.23866,0.628,0.05424,0.628,0.14398,0.628,0.03353,0.628,0.2071,0.628,0.00592,0.16272,0.628,0.15779
0.63,0.23077,0.63,0.06312,0.63,0.14398,0.63,0.03353,0.63,0.21795,0.63,0,0.16469,0.63,0.1499
0.632,0.24162,0.632,0.06016,0.632,0.14201,0.632,0.0286,0.632,0.20809,0.632,0.00493,0.15878,0.632,0.15976
0.634,0.24063,0.634,0.06016,0.634,0.14103,0.634,0.05325,0.634,0.19822,0.634,0.00493,0.14398,0.634,0.16174
0.636,0.24063,0.636,0.07002,0.636,0.13511,0.636,0.03846,0.636,0.20809,0.636,0.00493,0.14596,0.636,0.16075
0.638,0.2357,0.638,0.06509,0.638,0.13018,0.638,0.04339,0.638,0.22584,0.638,0,0.15385,0.638,0.1499
0.64,0.25444,0.64,0.05917,0.64,0.13314,0.64,0.0355,0.64,0.20907,0.64,0,0.16765,0.64,0.14497
0.642,0.23274,0.642,0.06509,0.642,0.13905,0.642,0.02564,0.642,0.21795,0.642,0,0.16667,0.642,0.1568
0.644,0.23767,0.644,0.0641,0.644,0.13807,0.644,0.01874,0.644,0.21302,0.644,0,0.18245,0.644,0.1499
0.646,0.24162,0.646,0.06312,0.646,0.13412,0.646,0.03945,0.646,0.2071,0.646,0.00493,0.1568,0.646,0.1568
0.648,0.24162,0.648,0.06016,0.648,0.13511,0.648,0.04438,0.648,0.20809,0.648,0,0.15878,0.648,0.15582
0.65,0.24753,0.65,0.05917,0.65,0.13314,0.65,0.01578,0.65,0.21992,0.65,0.00493,0.17061,0.65,0.15286
0.652,0.24359,0.652,0.0641,0.652,0.13215,0.652,0.03254,0.652,0.22584,0.652,0,0.15483,0.652,0.15089
0.654,0.25148,0.654,0.05523,0.654,0.13412,0.654,0.02761,0.654,0.22485,0.654,0,0.16371,0.654,0.14694
0.656,0.23669,0.656,0.0641,0.656,0.13215,0.656,0.04043,0.656,0.20611,0.656,0.00493,0.16864,0.656,0.15089
0.658,0.2288,0.658,0.06805,0.658,0.14103,0.658,0.02761,0.658,0.19921,0.658,0.00493,0.18836,0.658,0.14596
0.66,0.24458,0.66,0.06607,0.66,0.12919,0.66,0.03156,0.66,0.20118,0.66,0.00493,0.16568,0.66,0.16075
0.662,0.24162,0.662,0.06114,0.662,0.13511,0.662,0.03649,0.662,0.2071,0.662,0.00493,0.16272,0.662,0.15483
0.664,0.25148,0.664,0.06114,0.664,0.13116,0.664,0.03452,0.664,0.20809,0.664,0.00493,0.16765,0.664,0.14497
0.666,0.23767,0.666,0.05917,0.666,0.13511,0.666,0.01874,0.666,0.20316,0.666,0.00493,0.18047,0.666,0.16469
0.668,0.24359,0.668,0.0641,0.668,0.13412,0.668,0.02761,0.668,0.20316,0.668,0,0.1854,0.668,0.14596
0.67,0.24753,0.67,0.05917,0.67,0.13511,0.67,0.04734,0.67,0.19132,0.67,0,0.17949,0.67,0.14398
0.672,0.24359,0.672,0.06114,0.672,0.13215,0.672,0.04635,0.672,0.20118,0.672,0.00493,0.15582,0.672,0.15878
0.674,0.2288,0.674,0.0641,0.674,0.13807,0.674,0.04142,0.674,0.21006,0.674,0.00493,0.16371,0.674,0.15286
0.676,0.24063,0.676,0.06213,0.676,0.13511,0.676,0.03846,0.676,0.20414,0.676,0,0.1785,0.676,0.14497
0.678,0.24753,0.678,0.06213,0.678,0.12821,0.678,0.03649,0.678,0.22091,0.678,0,0.15582,0.678,0.15286
0.68,0.24063,0.68,0.0572,0.68,0.14103,0.68,0.03353,0.68,0.21006,0.68,0,0.16963,0.68,0.15187
0.682,0.23077,0.682,0.06805,0.682,0.13905,0.682,0.02761,0.682,0.21006,0.682,0.00493,0.16568,0.682,0.15779
0.684,0.2426,0.684,0.06213,0.684,0.12919,0.684,0.03945,0.684,0.21499,0.684,0,0.16371,0.684,0.15187
0.686,0.24063,0.686,0.06903,0.686,0.13314,0.686,0.0355,0.686,0.19132,0.686,0,0.16963,0.686,0.16469
0.688,0.23274,0.688,0.06509,0.688,0.13511,0.688,0.04832,0.688,0.21893,0.688,0,0.15483,0.688,0.14892
0.69,0.2357,0.69,0.06312,0.69,0.13609,0.69,0.03353,0.69,0.20217,0.69,0,0.16765,0.69,0.16568
0.692,0.22781,0.692,0.06114,0.692,0.14103,0.692,0.04931,0.692,0.19625,0.692,0,0.16568,0.692,0.16272
0.694,0.24063,0.694,0.06114,0.694,0.13708,0.694,0.03156,0.694,0.214,0.694,0.00493,0.1568,0.694,0.15779
0.696,0.23964,0.696,0.06016,0.696,0.13807,0.696,0.0286,0.696,0.21992,0.696,0.00493,0.15878,0.696,0.15385
0.698,0.23669,0.698,0.06213,0.698,0.13905,0.698,0.02564,0.698,0.214,0.698,0.00493,0.16075,0.698,0.16075
0.7,0.24063,0.7,0.06016,0.7,0.13708,0.7,0.03846,0.7,0.21203,0.7,0.00493,0.15483,0.7,0.15582
0.702,0.23274,0.702,0.06509,0.702,0.13708,0.702,0.04339,0.702,0.20118,0.702,0.00493,0.16765,0.702,0.15187
0.704,0.24162,0.704,0.06016,0.704,0.13511,0.704,0.03156,0.704,0.21203,0.704,0.00493,0.1568,0.704,0.16174
0.706,0.23964,0.706,0.06016,0.706,0.13708,0.706,0.0355,0.706,0.20907,0.706,0.00493,0.15483,0.706,0.16272
0.708,0.2426,0.708,0.05917,0.708,0.13511,0.708,0.03452,0.708,0.21302,0.708,0.00493,0.15286,0.708,0.16174
0.71,0.2357,0.71,0.06312,0.71,0.13609,0.71,0.03254,0.71,0.21893,0.71,0.00493,0.14398,0.71,0.16864
0.712,0.23866,0.712,0.05819,0.712,0.13609,0.712,0.03748,0.712,0.20907,0.712,0.00493,0.15976,0.712,0.15976
0.714,0.23274,0.714,0.0641,0.714,0.13116,0.714,0.04438,0.714,0.21006,0.714,0.00493,0.15187,0.714,0.16469
0.716,0.2357,0.716,0.06016,0.716,0.14497,0.716,0.04142,0.716,0.21006,0.716,0,0.15483,0.716,0.1568
0.718,0.2357,0.718,0.06509,0.718,0.13018,0.718,0.03254,0.718,0.20809,0.718,0.00493,0.16174,0.718,0.16568
0.72,0.25444,0.72,0.06114,0.72,0.12821,0.72,0.04438,0.72,0.20414,0.72,0.00493,0.15582,0.72,0.15089
0.722,0.23669,0.722,0.06607,0.722,0.12919,0.722,0.03254,0.722,0.2071,0.722,0,0.16272,0.722,0.16963
0.724,0.2574,0.724,0.05819,0.724,0.12426,0.724,0.03353,0.724,0.21499,0.724,0.00493,0.15779,0.724,0.15286
0.726,0.24162,0.726,0.0641,0.726,0.13609,0.726,0.03945,0.726,0.19822,0.726,0.00493,0.16765,0.726,0.15187
0.728,0.24458,0.728,0.06213,0.728,0.13018,0.728,0.03452,0.728,0.21302,0.728,0,0.17061,0.728,0.14892
0.73,0.2426,0.73,0.05227,0.73,0.13511,0.73,0.04241,0.73,0.21598,0.73,0,0.16371,0.73,0.15187
0.732,0.23373,0.732,0.06213,0.732,0.13708,0.732,0.03945,0.732,0.21696,0.732,0,0.15878,0.732,0.15582
0.734,0.24458,0.734,0.06213,0.734,0.13116,0.734,0.02761,0.734,0.19428,0.734,0,0.19527,0.734,0.14892
0.736,0.24852,0.736,0.0641,0.736,0.13215,0.736,0.03353,0.736,0.2002,0.736,0,0.1785,0.736,0.14694
0.738,0.23767,0.738,0.06016,0.738,0.13905,0.738,0.03846,0.738,0.2071,0.738,0.00493,0.16075,0.738,0.15582
0.74,0.23669,0.74,0.0641,0.74,0.13215,0.74,0.0572,0.74,0.20513,0.74,0,0.15483,0.74,0.15385
0.742,0.23964,0.742,0.06213,0.742,0.13412,0.742,0.03254,0.742,0.22288,0.742,0,0.16371,0.742,0.14892
0.744,0.24063,0.744,0.06607,0.744,0.13511,0.744,0.0217,0.744,0.21105,0.744,0,0.17751,0.744,0.15187
0.746,0.24458,0.746,0.06509,0.746,0.13116,0.746,0.02761,0.746,0.214,0.746,0.00493,0.16667,0.746,0.1499
0.748,0.24753,0.748,0.06016,0.748,0.14103,0.748,0.03156,0.748,0.21105,0.748,0.00493,0.16667,0.748,0.14103
0.75,0.24063,0.75,0.05819,0.75,0.13609,0.75,0.04241,0.75,0.19921,0.75,0.00592,0.16469,0.75,0.1568
0.752,0.24063,0.752,0.06312,0.752,0.13412,0.752,0.03452,0.752,0.21795,0.752,0.00592,0.15779,0.752,0.1499
0.754,0.24556,0.754,0.0641,0.754,0.13314,0.754,0.04142,0.754,0.214,0.754,0.00493,0.15385,0.754,0.14694
0.756,0.24556,0.756,0.06114,0.756,0.13314,0.756,0.0355,0.756,0.20907,0.756,0.00493,0.16469,0.756,0.1499
0.758,0.2426,0.758,0.06213,0.758,0.12821,0.758,0.02663,0.758,0.20907,0.758,0.00493,0.16568,0.758,0.16469
0.76,0.24753,0.76,0.06509,0.76,0.13116,0.76,0.04339,0.76,0.20809,0.76,0,0.15582,0.76,0.15286
0.762,0.24951,0.762,0.0641,0.762,0.13314,0.762,0.02761,0.762,0.2002,0.762,0.00493,0.1716,0.762,0.15286
0.764,0.24753,0.764,0.06607,0.764,0.12722,0.764,0.03353,0.764,0.20118,0.764,0.00493,0.16864,0.764,0.15483
0.766,0.23866,0.766,0.05621,0.766,0.14004,0.766,0.0355,0.766,0.21105,0.766,0,0.16272,0.766,0.15976
0.768,0.24458,0.768,0.05819,0.768,0.13807,0.768,0.03057,0.768,0.20217,0.768,0,0.18047,0.768,0.1499
0.77,0.23866,0.77,0.0641,0.77,0.13215,0.77,0.03846,0.77,0.21302,0.77,0,0.15779,0.77,0.15976
0.772,0.23176,0.772,0.06016,0.772,0.13412,0.772,0.04142,0.772,0.21203,0.772,0.00493,0.14694,0.772,0.17258
0.774,0.2426,0.774,0.06016,0.774,0.13609,0.774,0.03452,0.774,0.21499,0.774,0.00493,0.16469,0.774,0.14596
0.776,0.23964,0.776,0.06114,0.776,0.13511,0.776,0.02663,0.776,0.22091,0.776,0,0.1568,0.776,0.16371
0.778,0.24655,0.778,0.06312,0.778,0.13116,0.778,0.03254,0.778,0.19921,0.778,0.00493,0.17357,0.778,0.15286
0.78,0.24162,0.78,0.06016,0.78,0.13412,0.78,0.0503,0.78,0.20907,0.78,0.00493,0.14596,0.78,0.15779
0.782,0.24556,0.782,0.06016,0.782,0.13018,0.782,0.0355,0.782,0.20809,0.782,0,0.16371,0.782,0.16075
0.784,0.24458,0.784,0.06114,0.784,0.13708,0.784,0.0286,0.784,0.19921,0.784,0.00493,0.17456,0.784,0.15385
