title,p27 - MD results - multiple x,,,,,,
plot_type,grid-line,,,,,,
x_label,Time (ns),,,,,,
color,#000000,,#FD5200,,#0000FF,,#FF8000
label,Radius of Gyration,,Surface Area,,PA,,EHSS
y_labels,Rg (AA),,SASA (A^2),,CCS (A^2),,CCS (A^2)
label_unit,A,,A2,,A2,,A2
axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y
0.714,31.5573,0.714,24510.4926,0.714,4696.9,0.714,6186.39
0.716,31.6418,0.716,24822.0211,0.716,4709.17,0.716,6202.59
0.718,31.6744,0.718,24857.5914,0.718,4721.78,0.718,6217.9
0.72,31.5825,0.72,24869.0007,0.72,4701.66,0.72,6192.92
0.722,31.5006,0.722,24441.003,0.722,4693.16,0.722,6177.49
0.724,31.4157,0.724,24233.6679,0.724,4684.47,0.724,6163.54
0.726,31.3928,0.726,24186.8492,0.726,4686.54,0.726,6169.85
0.728,31.4643,0.728,24046.4683,0.728,4688.21,0.728,6175.18
0.73,31.4569,0.73,23963.1938,0.73,4684.95,0.73,6171.86
0.732,31.5891,0.732,24246.978,0.732,4689.03,0.732,6171.73
0.734,31.6259,0.734,24778.48,0.734,4710.02,0.734,6203.61
0.736,31.6084,0.736,24631.6593,0.736,4699.24,0.736,6182.98
0.738,31.5526,0.738,24814.7253,0.738,4701.22,0.738,6190.89
0.74,31.557,0.74,24866.4556,0.74,4705.9,0.74,6196.74
0.742,31.587,0.742,25005.7587,0.742,4714.23,0.742,6203.57
0.744,31.5951,0.744,25280.0969,0.744,4711.01,0.744,6196.83
0.746,31.5987,0.746,24831.9834,0.746,4704.1,0.746,6187.6
0.748,31.4935,0.748,24324.5276,0.748,4683.24,0.748,6158.36
0.75,31.4953,0.75,24715.1056,0.75,4687.28,0.75,6167.16
0.752,31.526,0.752,24908.1785,0.752,4689.91,0.752,6173.9
0.754,31.5465,0.754,24704.9647,0.754,4692.54,0.754,6169.07
0.756,31.4972,0.756,24510.0034,0.756,4689.93,0.756,6166.39
0.758,31.4803,0.758,24682.7188,0.758,4695.22,0.758,6183.56
0.76,31.4725,0.76,24692.0029,0.76,4695.64,0.76,6179.45
0.762,31.5475,0.762,24515.2609,0.762,4701.2,0.762,6187.21
0.764,31.4934,0.764,24095.3276,0.764,4678.94,0.764,6151.51
0.766,31.562,0.766,25346.8006,0.766,4709.97,0.766,6200.56
0.768,31.5936,0.768,25104.7998,0.768,4702.26,0.768,6182.82
0.77,31.5051,0.77,24746.273,0.77,4700.37,0.77,6181.92
0.772,31.5372,0.772,24280.5053,0.772,4698.75,0.772,6188.15
0.774,31.6589,0.774,25379.7503,0.774,4725.52,0.774,6220.57
0.776,31.5382,0.776,24314.4443,0.776,4694.62,0.776,6184.41
0.778,31.5439,0.778,25232.5368,0.778,4705.85,0.778,6198.45
0.78,31.5706,0.78,25167.8858,0.78,4706.2,0.78,6201.59
0.782,31.5389,0.782,24263.0811,0.782,4690.25,0.782,6174.43
0.784,31.6206,0.784,24909.7822,0.784,4715.47,0.784,6204.64
0.786,31.5622,0.786,25089.982,0.786,4704.12,0.786,6190.25
0.788,31.5994,0.788,24892.0008,0.788,4703.8,0.788,6189.11
0.79,31.6289,0.79,25276.8376,0.79,4715.35,0.79,6206.18
0.792,31.5353,0.792,24472.5729,0.792,4697.48,0.792,6176.77
0.794,31.5478,0.794,24610.7867,0.794,4710.29,0.794,6198.23
0.796,31.4803,0.796,24782.2256,0.796,4706.17,0.796,6195.23
0.798,31.4216,0.798,24734.0875,0.798,4700.29,0.798,6188.9
0.8,31.366,0.8,24442.3832,0.8,4685.09,0.8,6168.36
0.802,31.4265,0.802,24342.9367,0.802,4695.3,0.802,6187.14
0.804,31.5222,0.804,24899.4049,0.804,4709.42,0.804,6202.86
0.806,31.5205,0.806,24907.4656,0.806,4704.78,0.806,6191.19
0.808,31.5196,0.808,24763.6863,0.808,4699.76,0.808,6183.74
0.81,31.4997,0.81,24716.9916,0.81,4689.17,0.81,6168.42
0.812,31.4858,0.812,24777.5371,0.812,4694.79,0.812,6182.52
0.814,31.4261,0.814,24532.4454,0.814,4688.44,0.814,6170.72
0.816,31.4402,0.816,24343.223,0.816,4708.75,0.816,6199.86
0.818,31.4987,0.818,24521.6178,0.818,4701.01,0.818,6187.69
0.82,31.4334,0.82,24635.0271,0.82,4701.06,0.82,6194.14
0.822,31.387,0.822,24473.4628,0.822,4687.63,0.822,6179.24
0.824,31.4424,0.824,24827.8242,0.824,4697.36,0.824,6186.44
0.826,31.4539,0.826,24476.8558,0.826,4699.42,0.826,6185.03
0.828,31.4354,0.828,24735.875,0.828,4698.96,0.828,6186.23
0.83,31.5165,0.83,25028.1493,0.83,4707.26,0.83,6191.16
0.832,31.5028,0.832,24688.9525,0.832,4705.34,0.832,6194.84
0.834,31.4238,0.834,24612.292,0.834,4694.27,0.834,6175.8
0.836,31.4822,0.836,24713.6705,0.836,4696.31,0.836,6182.39
0.838,31.4682,0.838,24358.3942,0.838,4682.14,0.838,6164.52
0.84,31.509,0.84,24838.1665,0.84,4698.68,0.84,6184.8
0.842,31.5401,0.842,24734.6799,0.842,4702.01,0.842,6199.05
0.844,31.6182,0.844,24627.4106,0.844,4714.73,0.844,6210.16
0.846,31.5777,0.846,24889.2724,0.846,4706.97,0.846,6192.87
0.848,31.512,0.848,25220.4852,0.848,4703.87,0.848,6203.2
0.85,31.4998,0.85,25110.8841,0.85,4694.41,0.85,6181.41
0.852,31.4842,0.852,24510.4869,0.852,4702.01,0.852,6189.83
0.854,31.5013,0.854,24742.1286,0.854,4698.78,0.854,6190.79
0.856,31.5107,0.856,24698.8263,0.856,4703.34,0.856,6195.07
0.858,31.5653,0.858,24883.4767,0.858,4699.73,0.858,6186.89
0.86,31.598,0.86,24552.4211,0.86,4691.3,0.86,6166.26
0.862,31.5546,0.862,24825.6001,0.862,4704.33,0.862,6196.09
0.864,31.5541,0.864,24457.1549,0.864,4699.75,0.864,6175.6
0.866,31.5663,0.866,24962.7676,0.866,4707.98,0.866,6200.01
0.868,31.5156,0.868,24631.4467,0.868,4691.96,0.868,6177.24
0.87,31.5248,0.87,24581.44,0.87,4700.44,0.87,6188.89
0.872,31.5116,0.872,24608.5201,0.872,4693.25,0.872,6174.46
0.874,31.5295,0.874,24198.6844,0.874,4703.9,0.874,6190.05
0.876,31.4886,0.876,24552.9546,0.876,4698.22,0.876,6185.02
0.878,31.5007,0.878,24505.8095,0.878,4688.18,0.878,6175.75
0.88,31.537,0.88,24617.5685,0.88,4706.25,0.88,6199.37
0.882,31.5464,0.882,24673.1204,0.882,4697.62,0.882,6181.51
0.884,31.4999,0.884,24118.5471,0.884,4696.52,0.884,6182.72
0.886,31.583,0.886,24053.7326,0.886,4702.19,0.886,6191.76
0.888,31.5749,0.888,24389.4668,0.888,4701.86,0.888,6187.28
0.89,31.6173,0.89,24772.1203,0.89,4714.33,0.89,6204.19
0.892,31.5151,0.892,24724.9882,0.892,4701.44,0.892,6192.24
0.894,31.4862,0.894,24833.0974,0.894,4702.6,0.894,6188.65
0.896,31.5458,0.896,24661.6175,0.896,4696.94,0.896,6182.26
0.898,31.5944,0.898,24892.6901,0.898,4704.86,0.898,6193.64
0.9,31.5575,0.9,24539.8791,0.9,4694.98,0.9,6177.93
0.902,31.5392,0.902,24931.7123,0.902,4710.86,0.902,6200.86
0.904,31.5545,0.904,25354.5418,0.904,4716.68,0.904,6218.76
0.906,31.5979,0.906,24723.1308,0.906,4703.88,0.906,6185.4
0.908,31.5688,0.908,24562.2389,0.908,4701.89,0.908,6192.52
0.91,31.5054,0.91,24857.8386,0.91,4703.32,0.91,6197.65
0.912,31.5989,0.912,24795.1748,0.912,4710.24,0.912,6200.29
0.914,31.6289,0.914,25272.9718,0.914,4721.21,0.914,6214.23
0.916,31.5966,0.916,25425.675,0.916,4713.4,0.916,6203.09
0.918,31.592,0.918,24883.2315,0.918,4714.14,0.918,6201.67
0.92,31.5485,0.92,24343.2949,0.92,4698.15,0.92,6189.75
0.922,31.4934,0.922,25173.5722,0.922,4706.84,0.922,6199.86
0.924,31.4763,0.924,24465.5269,0.924,4699.82,0.924,6183.92
0.926,31.5168,0.926,24832.2525,0.926,4687.46,0.926,6168.67
0.928,31.6085,0.928,24738.9105,0.928,4693.09,0.928,6174.1
0.93,31.572,0.93,24504.0305,0.93,4704.79,0.93,6192.5
0.932,31.6166,0.932,25113.4964,0.932,4715.48,0.932,6208.14
0.934,31.5765,0.934,24849.3206,0.934,4705.53,0.934,6201.05
0.936,31.4702,0.936,24149.1619,0.936,4684.26,0.936,6162.96
0.938,31.4139,0.938,24443.5715,0.938,4689.45,0.938,6174.43
0.94,31.4873,0.94,24942.2618,0.94,4696.81,0.94,6180.81
0.942,31.4331,0.942,24710.2705,0.942,4689.17,0.942,6173.45
0.944,31.4759,0.944,24902.0594,0.944,4697.13,0.944,6182.56
0.946,31.5316,0.946,24997.4785,0.946,4705.36,0.946,6190.49
0.948,31.5641,0.948,24661.9479,0.948,4708.95,0.948,6193.74
0.95,31.5288,0.95,24578.2864,0.95,4701.34,0.95,6187.42
0.952,31.4433,0.952,24818.4917,0.952,4697.77,0.952,6185.12
0.954,31.4625,0.954,25143.6057,0.954,4700.06,0.954,6190.84
0.956,31.4863,0.956,24242.1764,0.956,4690.32,0.956,6176.48
0.958,31.4739,0.958,24779.2483,0.958,4706.01,0.958,6196.56
0.96,31.4837,0.96,24515.8298,0.96,4706.7,0.96,6199.74
0.962,31.4404,0.962,25001.8937,0.962,4700.49,0.962,6195.03
0.964,31.4648,0.964,25123.5167,0.964,4709.36,0.964,6205.29
0.966,31.5286,0.966,25306.3201,0.966,4716.54,0.966,6215.66
0.968,31.4931,0.968,24573.8353,0.968,4692.62,0.968,6185.55
0.97,31.4813,0.97,24954.0857,0.97,4700.72,0.97,6188.97
0.972,31.4086,0.972,24674.5713,0.972,4694.75,0.972,6188.3
0.974,31.3543,0.974,24405.9942,0.974,4678.48,0.974,6163.83
0.976,31.464,0.976,24877.7066,0.976,4691.47,0.976,6175.31
0.978,31.5264,0.978,25120.029,0.978,4695.18,0.978,6181.03
0.98,31.4855,0.98,24799.8634,0.98,4688.71,0.98,6173.47
0.982,31.4653,0.982,24737.159,0.982,4692.29,0.982,6172.32
0.984,31.4713,0.984,24635.8689,0.984,4701.93,0.984,6187.74
0.986,31.4466,0.986,24640.9121,0.986,4698.23,0.986,6183.89
0.988,31.5057,0.988,24822.6808,0.988,4706.29,0.988,6200.99
0.99,31.4949,0.99,24224.5585,0.99,4690.74,0.99,6177.65
0.992,31.4971,0.992,24463.3334,0.992,4697.81,0.992,6189.87
0.994,31.6136,0.994,25141.6539,0.994,4709.32,0.994,6198.99
0.996,31.5738,0.996,24623.4341,0.996,4693.9,0.996,6181.19
0.998,31.6146,0.998,24582.4977,0.998,4709.87,0.998,6198.31
1,31.5671,1,24718.3447,1,4708.46,1,6197.81
1.002,31.4764,1.002,24190.0568,1.002,4690.38,1.002,6169.51
1.004,31.5286,1.004,24270.7519,1.004,4685.83,1.004,6167.9
1.006,31.5059,1.006,24057.3349,1.006,4690.56,1.006,6169.15
1.008,31.4496,1.008,24665.3806,1.008,4692.63,1.008,6177.11
1.01,31.4818,1.01,24456.301,1.01,4692.68,1.01,6174.66
1.012,31.5418,1.012,24813.2218,1.012,4697.08,1.012,6180.23
1.014,31.5155,1.014,24286.769,1.014,4686.93,1.014,6166.63
1.016,31.5178,1.016,24429.2261,1.016,4700.75,1.016,6189.2
1.018,31.473,1.018,24758.2527,1.018,4697.13,1.018,6189.42
1.02,31.5577,1.02,24813.2167,1.02,4710.31,1.02,6207.29
1.022,31.5204,1.022,25040.5415,1.022,4709.63,1.022,6205.19
1.024,31.4124,1.024,24925.3445,1.024,4708.87,1.024,6207.51
1.026,31.4332,1.026,24406.5668,1.026,4702.34,1.026,6195.64
1.028,31.5361,1.028,24614.4015,1.028,4704.73,1.028,6192.78
1.03,31.5365,1.03,24217.6491,1.03,4705.08,1.03,6197.07
1.032,31.5024,1.032,24985.9047,1.032,4710.62,1.032,6200.02
1.034,31.4992,1.034,24327.7559,1.034,4694.91,1.034,6180.04
1.036,31.5245,1.036,24042.0636,1.036,4699.35,1.036,6187.3
1.038,31.5359,1.038,24782.7359,1.038,4702,1.038,6186.62
1.04,31.4715,1.04,24418.4376,1.04,4693.75,1.04,6180.2
1.042,31.5083,1.042,24921.8523,1.042,4699.33,1.042,6181.88
1.044,31.5137,1.044,24573.8049,1.044,4702.69,1.044,6187.03
1.046,31.5292,1.046,25128.8107,1.046,4702.37,1.046,6193.6
1.048,31.5247,1.048,24786.7639,1.048,4702.94,1.048,6185.43
1.05,31.4385,1.05,24587.5104,1.05,4690.74,1.05,6169.24
1.052,31.4271,1.052,24469.0835,1.052,4694.38,1.052,6182.57
1.054,31.5168,1.054,24281.322,1.054,4703.58,1.054,6192.7
1.056,31.5402,1.056,24626.0282,1.056,4695.73,1.056,6181.81
1.058,31.4738,1.058,24669.104,1.058,4706.15,1.058,6195.17
1.06,31.4651,1.06,24529.7716,1.06,4700.19,1.06,6193.47
1.062,31.5287,1.062,24714.984,1.062,4705.57,1.062,6197.48
1.064,31.533,1.064,24883.1021,1.064,4699.47,1.064,6189.29
1.066,31.5597,1.066,24684.5209,1.066,4705.67,1.066,6193.31
1.068,31.4694,1.068,24703.0193,1.068,4698.18,1.068,6187.04
1.07,31.4731,1.07,24460.6534,1.07,4691.5,1.07,6174.7
1.072,31.4336,1.072,24335.5276,1.072,4700.43,1.072,6193.66
1.074,31.3376,1.074,24504.9807,1.074,4684.67,1.074,6173.57
1.076,31.3929,1.076,24868.9313,1.076,4698.58,1.076,6190.83
1.078,31.4388,1.078,24335.7133,1.078,4680.06,1.078,6170.09
1.08,31.5298,1.08,24557.1501,1.08,4698.86,1.08,6184.92
1.082,31.5222,1.082,25253.2999,1.082,4702.95,1.082,6191.81
1.084,31.5263,1.084,24490.9813,1.084,4692.23,1.084,6180.25
1.086,31.4652,1.086,24163.5412,1.086,4695.92,1.086,6186.96
1.088,31.4231,1.088,24461.1679,1.088,4691.69,1.088,6177.82
1.09,31.4897,1.09,24312.2905,1.09,4702.22,1.09,6195.19
1.092,31.4527,1.092,24425.8765,1.092,4691.5,1.092,6176.04
1.094,31.4367,1.094,24509.0681,1.094,4691.44,1.094,6178.31
1.096,31.4501,1.096,24573.5528,1.096,4691.87,1.096,6179.09
1.098,31.4149,1.098,24209.1561,1.098,4678.47,1.098,6164.37
1.1,31.4732,1.1,24660.5025,1.1,4690.13,1.1,6176.87
1.102,31.4292,1.102,24422.1363,1.102,4681.07,1.102,6165.99
1.104,31.4165,1.104,24804.1087,1.104,4683.8,1.104,6163.04
1.106,31.4599,1.106,24805.5604,1.106,4690.72,1.106,6179.9
1.108,31.5315,1.108,24490.0863,1.108,4699.2,1.108,6190.1
1.11,31.4606,1.11,24146.0529,1.11,4680.65,1.11,6164.55
1.112,31.4443,1.112,24367.8845,1.112,4688.43,1.112,6177.16
1.114,31.4661,1.114,24089.7255,1.114,4689.95,1.114,6180.12
1.116,31.5028,1.116,24590.3865,1.116,4692.15,1.116,6182.55
1.118,31.529,1.118,24781.4079,1.118,4702.15,1.118,6195.98
1.12,31.4683,1.12,24934.4944,1.12,4695.23,1.12,6186.39
1.122,31.4521,1.122,24986.8982,1.122,4698.36,1.122,6186.66
1.124,31.4724,1.124,24221.7505,1.124,4695.2,1.124,6180.21
1.126,31.5339,1.126,24424.8754,1.126,4702.75,1.126,6190.84
1.128,31.5241,1.128,24897.6774,1.128,4715.94,1.128,6214.08
1.13,31.4425,1.13,24284.1388,1.13,4692.62,1.13,6179.08
1.132,31.4763,1.132,24452.9258,1.132,4694.42,1.132,6180.97
1.134,31.458,1.134,24799.6064,1.134,4703.85,1.134,6194.59
1.136,31.4753,1.136,24527.4623,1.136,4699.1,1.136,6188.35
1.138,31.5232,1.138,24701.0174,1.138,4709.67,1.138,6208.14
1.14,31.4393,1.14,23784.4055,1.14,4685.8,1.14,6164.06
1.142,31.403,1.142,24265.9179,1.142,4682.69,1.142,6168.14
1.144,31.4343,1.144,24519.2493,1.144,4689.85,1.144,6170.48
1.146,31.5165,1.146,24230.9866,1.146,4703.51,1.146,6195.22
1.148,31.5571,1.148,25146.1707,1.148,4702.19,1.148,6191.49
1.15,31.5481,1.15,24772.8038,1.15,4703.46,1.15,6197.88
1.152,31.5091,1.152,24258.1294,1.152,4708.72,1.152,6207.61
1.154,31.5132,1.154,24370.7985,1.154,4696.47,1.154,6184.58
1.156,31.4997,1.156,24504.6935,1.156,4691,1.156,6172.69
1.158,31.5329,1.158,24885.7853,1.158,4700.4,1.158,6183.31
1.16,31.5,1.16,24958.4372,1.16,4708.43,1.16,6196.05
1.162,31.4568,1.162,24296.3091,1.162,4685.71,1.162,6163.65
1.164,31.3753,1.164,24202.8015,1.164,4682.58,1.164,6167.96
1.166,31.3523,1.166,24521.031,1.166,4684.56,1.166,6168.39
1.168,31.454,1.168,24186.9776,1.168,4689.07,1.168,6175.47
1.17,31.4621,1.17,24441.1839,1.17,4690.11,1.17,6175.34
1.172,31.452,1.172,24348.3765,1.172,4691.93,1.172,6181.67
1.174,31.4787,1.174,24427.6924,1.174,4694.11,1.174,6183.02
1.176,31.521,1.176,24406.9918,1.176,4704.31,1.176,6193.15
1.178,31.4558,1.178,24611.0747,1.178,4699.28,1.178,6191.8
1.18,31.4864,1.18,24544.4744,1.18,4699.2,1.18,6184.73
1.182,31.4993,1.182,24841.8826,1.182,4703.35,1.182,6199.73
1.184,31.5181,1.184,24595.1046,1.184,4699.21,1.184,6186.7
1.186,31.4808,1.186,24968.501,1.186,4695.38,1.186,6180.2
1.188,31.5136,1.188,24202.3919,1.188,4695.65,1.188,6181.76
1.19,31.5722,1.19,24138.514,1.19,4701.95,1.19,6187.64
1.192,31.5183,1.192,24246.3006,1.192,4703.67,1.192,6187.13
1.194,31.4984,1.194,24621.6249,1.194,4704.17,1.194,6199
1.196,31.4946,1.196,24637.2556,1.196,4699.83,1.196,6196.68
1.198,31.5341,1.198,24999.6956,1.198,4706.75,1.198,6206.55
1.2,31.4844,1.2,24410.5298,1.2,4694.44,1.2,6179.29
1.202,31.5311,1.202,24443.1733,1.202,4707.8,1.202,6203.92
1.204,31.5523,1.204,24795.2622,1.204,4707.39,1.204,6197.16
1.206,31.4797,1.206,24585.7107,1.206,4696.66,1.206,6178.87
1.208,31.561,1.208,25012.2261,1.208,4707.2,1.208,6199.86
1.21,31.6136,1.21,25088.8921,1.21,4699.74,1.21,6189.16
1.212,31.5601,1.212,24923.2257,1.212,4692.42,1.212,6183.74
1.214,31.5523,1.214,24368.3411,1.214,4686.66,1.214,6175.67
1.216,31.6092,1.216,24940.5526,1.216,4689.33,1.216,6172.86
1.218,31.5304,1.218,24930.9656,1.218,4706.45,1.218,6205.47
1.22,31.4579,1.22,24351.4982,1.22,4695.91,1.22,6192.15
1.222,31.527,1.222,23695.3711,1.222,4683.78,1.222,6164.93
1.224,31.4998,1.224,24875.9847,1.224,4695.75,1.224,6181.17
1.226,31.4502,1.226,24575.7425,1.226,4694.32,1.226,6180.62
1.228,31.3256,1.228,24149.3761,1.228,4678.22,1.228,6152.31
1.23,31.3938,1.23,24414.5013,1.23,4682.53,1.23,6166.39
1.232,31.4528,1.232,24176.8161,1.232,4691.73,1.232,6182.63
1.234,31.4255,1.234,24194.9852,1.234,4683.99,1.234,6160.04
1.236,31.4821,1.236,24775.5676,1.236,4693.94,1.236,6187.14
1.238,31.4986,1.238,24702.8426,1.238,4704.4,1.238,6193.25
1.24,31.518,1.24,24737.2588,1.24,4705.82,1.24,6195.68
1.242,31.5172,1.242,24969.0496,1.242,4705.5,1.242,6194.53
1.244,31.4918,1.244,24039.2161,1.244,4694.12,1.244,6177.35
1.246,31.4991,1.246,25180.9895,1.246,4686.91,1.246,6166.02
1.248,31.4405,1.248,24623.2823,1.248,4693.98,1.248,6178.73
1.25,31.4412,1.25,24238.351,1.25,4680.79,1.25,6149.76
1.252,31.5431,1.252,24452.8114,1.252,4708.08,1.252,6199.49
1.254,31.5226,1.254,24680.7737,1.254,4708.3,1.254,6197.45
1.256,31.543,1.256,24545.5007,1.256,4706.63,1.256,6191.15
1.258,31.5995,1.258,24276.2169,1.258,4711.06,1.258,6191.88
1.26,31.6688,1.26,24625.9853,1.26,4716.47,1.26,6202.23
1.262,31.5366,1.262,24227.1284,1.262,4693.51,1.262,6170.47
1.264,31.5214,1.264,24704.7765,1.264,4698.2,1.264,6185.3
1.266,31.5235,1.266,24436.19,1.266,4693.58,1.266,6171.64
1.268,31.4845,1.268,24576.225,1.268,4700.31,1.268,6182.9
1.27,31.4645,1.27,24076.2642,1.27,4688.06,1.27,6169.77
1.272,31.3998,1.272,23890.3715,1.272,4674.82,1.272,6147.43
1.274,31.4671,1.274,24396.1541,1.274,4686.24,1.274,6162.75
1.276,31.4735,1.276,24424.483,1.276,4694.95,1.276,6178.01
1.278,31.454,1.278,24660.9992,1.278,4689.26,1.278,6173.46
1.28,31.4951,1.28,24264.1624,1.28,4702.56,1.28,6189.69
1.282,31.4836,1.282,24486.2259,1.282,4695.5,1.282,6178.04
1.284,31.444,1.284,24484.2945,1.284,4693.12,1.284,6179.19
1.286,31.4469,1.286,24590.9482,1.286,4701.14,1.286,6197.39
1.288,31.4114,1.288,24561.5483,1.288,4681.25,1.288,6157.73
1.29,31.4095,1.29,24009.6863,1.29,4683.4,1.29,6159.95
1.292,31.5017,1.292,24090.7759,1.292,4690.66,1.292,6171.52
1.294,31.489,1.294,24555.608,1.294,4702.93,1.294,6191.89
1.296,31.4879,1.296,24576.0267,1.296,4693.77,1.296,6178.4
1.298,31.5328,1.298,24525.0196,1.298,4686.63,1.298,6169.46
1.3,31.489,1.3,24239.5499,1.3,4687.49,1.3,6167.23
1.302,31.3481,1.302,24071.1916,1.302,4680.95,1.302,6163.78
1.304,31.3483,1.304,24000.378,1.304,4680.7,1.304,6160.25
1.306,31.4112,1.306,24185.0929,1.306,4676.71,1.306,6155.31
1.308,31.5064,1.308,24306.8321,1.308,4690.83,1.308,6169.64
1.31,31.4706,1.31,24414.3777,1.31,4689.56,1.31,6168.45
1.312,31.3997,1.312,24288.9834,1.312,4683.61,1.312,6163.19
1.314,31.3527,1.314,23932.9346,1.314,4678.63,1.314,6161.23
1.316,31.3428,1.316,24347.5346,1.316,4684.88,1.316,6169.54
1.318,31.3299,1.318,24190.9078,1.318,4686.01,1.318,6164.9
1.32,31.386,1.32,24104.2398,1.32,4679.68,1.32,6169.61
1.322,31.3946,1.322,24282.8788,1.322,4683.29,1.322,6165.32
1.324,31.4338,1.324,24368.9664,1.324,4690.63,1.324,6171.07
1.326,31.4098,1.326,24460.2292,1.326,4684.31,1.326,6166.68
1.328,31.4361,1.328,24958.4989,1.328,4701.36,1.328,6195.22
1.33,31.4602,1.33,24347.6078,1.33,4695.47,1.33,6179.29
1.332,31.5082,1.332,24906.2956,1.332,4696.29,1.332,6190.08
1.334,31.5121,1.334,24282.2649,1.334,4695.98,1.334,6193.46
1.336,31.4711,1.336,24431.1678,1.336,4690.94,1.336,6177.29
1.338,31.4395,1.338,24071.2826,1.338,4692.45,1.338,6182.94
1.34,31.4217,1.34,23919.0757,1.34,4678.9,1.34,6154.8
1.342,31.4075,1.342,23623.8387,1.342,4675.29,1.342,6151.2
1.344,31.4013,1.344,24245.2333,1.344,4687.15,1.344,6173.3
1.346,31.4001,1.346,24249.9889,1.346,4681.22,1.346,6158.21
1.348,31.4765,1.348,24551.0141,1.348,4695.89,1.348,6184.65
1.35,31.4894,1.35,24469.6327,1.35,4692.83,1.35,6176.73
1.352,31.4262,1.352,23940.2349,1.352,4678.88,1.352,6159.57
1.354,31.4517,1.354,24494.4371,1.354,4689.88,1.354,6171.03
1.356,31.4724,1.356,24459.6179,1.356,4691.08,1.356,6169.32
1.358,31.4832,1.358,24142.6351,1.358,4686.12,1.358,6163.09
1.36,31.442,1.36,24181.8394,1.36,4692.78,1.36,6176.6
1.362,31.4156,1.362,24405.5149,1.362,4685.84,1.362,6166.62
1.364,31.4368,1.364,23896.734,1.364,4680.38,1.364,6154.91
1.366,31.4068,1.366,24641.5292,1.366,4698.1,1.366,6189.34
1.368,31.32,1.368,23988.4479,1.368,4662.93,1.368,6137.38
1.37,31.4228,1.37,24595.3012,1.37,4686.31,1.37,6165.53
1.372,31.4182,1.372,24096.4817,1.372,4685.23,1.372,6162.55
1.374,31.4981,1.374,24788.5737,1.374,4685.06,1.374,6164.55
1.376,31.4545,1.376,24538.178,1.376,4700.39,1.376,6184.37
1.378,31.4119,1.378,24991.8702,1.378,4691.6,1.378,6178.59
1.38,31.4427,1.38,24548.3831,1.38,4688.01,1.38,6164.1
1.382,31.4586,1.382,25133.8526,1.382,4695.3,1.382,6175.62
1.384,31.4444,1.384,25222.8874,1.384,4697.32,1.384,6186.56
1.386,31.375,1.386,24996.4552,1.386,4686.83,1.386,6174.01
1.388,31.3505,1.388,24644.4423,1.388,4686.34,1.388,6169.02
1.39,31.4579,1.39,24680.4245,1.39,4688.73,1.39,6170.61
1.392,31.5464,1.392,24462.4519,1.392,4698.01,1.392,6186.31
1.394,31.5312,1.394,24748.7112,1.394,4701.32,1.394,6187.63
1.396,31.4869,1.396,24748.7501,1.396,4698.34,1.396,6178.66
1.398,31.4406,1.398,24655.1633,1.398,4700.33,1.398,6187.63
1.4,31.4877,1.4,24727.8363,1.4,4707.58,1.4,6203.16
1.402,31.4002,1.402,24315.1889,1.402,4684.29,1.402,6157.53
1.404,31.4537,1.404,24577.0343,1.404,4689.45,1.404,6165.33
1.406,31.5586,1.406,24782.9169,1.406,4703.71,1.406,6191.78
1.408,31.4638,1.408,24311.1104,1.408,4689.79,1.408,6175.02
1.41,31.4596,1.41,24269.6073,1.41,4686.33,1.41,6167.78
1.412,31.4995,1.412,24519.4553,1.412,4698.04,1.412,6183.08
1.414,31.4734,1.414,24878.5087,1.414,4705.11,1.414,6195.09
1.416,31.4615,1.416,25063.9447,1.416,4698.38,1.416,6180.69
1.418,31.4181,1.418,24210.0565,1.418,4688.23,1.418,6177.24
1.42,31.4104,1.42,24549.2439,1.42,4693.72,1.42,6180.35
1.422,31.4135,1.422,24700.3563,1.422,4687.25,1.422,6171.1
1.424,31.4767,1.424,24590.3988,1.424,4695.73,1.424,6181.77
1.426,31.4519,1.426,24373.4909,1.426,4695.14,1.426,6180.36
1.428,31.4839,1.428,24709.8954,1.428,4696.57,1.428,6178.35
1.43,31.4459,1.43,24279.8395,1.43,4683.28,1.43,6161.76
1.432,31.3412,1.432,24368.1674,1.432,4672.77,1.432,6154.51
1.434,31.411,1.434,24213.7353,1.434,4683.66,1.434,6162.59
1.436,31.4288,1.436,23751.0945,1.436,4680.36,1.436,6156.9
1.438,31.4504,1.438,24697.9166,1.438,4693.01,1.438,6177.55
1.44,31.5285,1.44,25037.9426,1.44,4704.89,1.44,6196.67
1.442,31.4631,1.442,24471.4347,1.442,4692.72,1.442,6180.07
1.444,31.4235,1.444,24214.1422,1.444,4692.67,1.444,6176.43
1.446,31.4321,1.446,24198.0745,1.446,4684.31,1.446,6166.26
1.448,31.4279,1.448,24550.1147,1.448,4683.27,1.448,6165.39
1.45,31.3818,1.45,24094.7994,1.45,4698.7,1.45,6192.32
1.452,31.43,1.452,24604.2689,1.452,4694.2,1.452,6177.85
1.454,31.4107,1.454,24680.3637,1.454,4694.63,1.454,6183.31
1.456,31.4505,1.456,24449.8738,1.456,4695.82,1.456,6183.83
1.458,31.5136,1.458,24661.1147,1.458,4702.78,1.458,6188.61
1.46,31.4535,1.46,23963.8549,1.46,4688.35,1.46,6168.61
