NIST ,intact
7355.08,3.88E-05
7355.19,8.87E-05
7355.23,0
7355.27,0
7355.45,0
7355.49,0
7355.53,4.44E-05
7355.68,8.13E-04
7355.75,0.00188
7355.79,0.00306
7355.83,0.00367
7355.87,0.00324
7355.94,0.00339
7355.98,0.00429
7356.02,0.0046
7356.05,0.00462
7356.09,0.00387
7356.13,0.00195
7356.17,6.02E-04
7356.2,8.13E-05
7356.32,8.87E-05
7356.35,9.80E-04
7356.39,0.00222
7356.43,0.00287
7356.47,0.00257
7356.5,0.00219
7356.58,0.00243
7356.62,0.00322
7356.65,0.00382
7356.69,0.00287
7356.73,0.00137
7356.77,1.09E-04
7356.88,9.61E-05
7356.91,1.48E-05
7356.95,8.87E-05
7357.07,4.66E-04
7357.14,0.0022
7357.18,0.00414
7357.22,0.00529
7357.26,0.00379
7357.29,0.00183
7357.33,2.11E-04
7357.44,1.33E-04
7357.48,0
7357.52,0
7357.71,0
7357.74,0
7357.78,2.96E-05
7357.82,2.14E-04
7357.93,9.78E-04
7358.01,0.00501
7358.04,0.0091
7358.08,0.01164
7358.12,0.00892
7358.16,0.00582
7358.23,0.00389
7358.27,0.00359
7358.31,0.00325
7358.34,0.00268
7358.38,8.09E-04
7358.49,1.85E-04
7358.53,0.00133
7358.57,0.00259
7358.61,0.00363
7358.64,0.00233
7358.68,8.70E-04
7358.72,3.01E-04
7358.76,9.81E-04
7358.79,0.00261
7358.83,0.00423
7358.87,0.00341
7358.91,0.0019
7358.95,4.92E-04
7359.06,2.96E-05
7359.1,2.22E-05
7359.13,0
7359.17,0
7359.21,0
7359.25,0
7359.28,2.96E-05
7359.43,5.32E-04
7359.51,0.0017
7359.55,0.00288
7359.58,0.00324
7359.62,0.0022
7359.66,9.58E-04
7359.7,2.22E-05
7359.81,6.65E-05
7359.85,0
7359.88,0
7360.07,0
7360.11,0
7360.15,6.65E-05
7360.3,0.0011
7360.37,0.00395
7360.41,0.00704
7360.45,0.0083
7360.48,0.00618
7360.52,0.00303
7360.56,5.64E-04
7360.67,2.74E-04
7360.71,0.00143
7360.75,0.00279
7360.79,0.0038
7360.82,0.00279
7360.86,0.0014
7360.9,2.07E-04
7361.01,1.40E-04
7361.05,2.96E-05
7361.16,8.09E-04
7361.24,0.00289
7361.27,0.00486
7361.31,0.00574
7361.35,0.00452
7361.42,0.00389
7361.46,0.00438
7361.5,0.00534
7361.54,0.00545
7361.57,0.00418
7361.61,0.00175
7361.65,1.39E-04
7361.8,1.55E-04
7361.91,2.59E-04
7361.95,0.00148
7362.02,0.00313
7362.06,0.00538
7362.1,0.00622
7362.14,0.00669
7362.18,0.00699
7362.21,0.0055
7362.25,0.00311
7362.29,0.00127
7362.44,7.39E-05
7362.47,0
7362.51,0
7363.79,0
7363.83,0
7363.87,5.17E-05
7364.02,9.50E-04
7364.09,0.00309
7364.13,0.0053
7364.17,0.00602
7364.2,0.00409
7364.24,0.0018
7364.28,5.73E-05
7364.47,4.66E-04
7364.54,0.0022
7364.58,0.00414
7364.62,0.00529
7364.65,0.00379
7364.69,0.00183
7364.73,2.11E-04
7364.84,1.33E-04
7364.88,0
7364.92,0
7364.96,0
7364.99,0
7365.03,9.61E-05
7365.14,1.09E-04
7365.18,0.00134
7365.26,0.00289
7365.29,0.00413
7365.33,0.00341
7365.37,0.0019
7365.41,4.92E-04
7365.52,2.96E-05
7365.56,2.22E-05
7365.59,0
7365.63,0
7366.08,0
7366.12,0
7366.16,1.48E-05
7366.2,1.85E-04
7366.31,6.58E-04
7366.38,0.00349
7366.42,0.00673
7366.46,0.00882
7366.5,0.00639
7366.53,0.00312
7366.57,4.03E-04
7366.68,2.29E-04
7366.72,9.61E-05
7366.83,1.92E-04
7366.87,0.0013
7366.95,0.00259
7366.98,0.00353
7367.02,0.00259
7367.06,0.0013
7367.1,1.92E-04
7367.21,9.61E-05
7367.25,0
7367.29,0
7367.32,0
7367.36,0
7367.4,8.13E-05
7367.55,0.00113
7367.62,0.0038
7367.66,0.00668
7367.7,0.00767
7367.74,0.00599
7367.77,0.00306
7367.81,6.15E-04
7367.96,5.73E-05
7368,0.00226
7368.04,0.00529
7368.07,0.0079
7368.11,0.00718
7368.15,0.00429
7368.19,0.00141
7368.34,8.13E-05
7368.38,0
7368.41,0
7368.68,0
7368.71,0
7368.75,5.91E-05
7368.9,9.17E-04
7368.98,0.0024
7369.01,0.00377
7369.05,0.00379
7369.09,0.00242
7369.13,5.67E-04
7369.2,7.76E-05
7369.24,0.00168
7369.28,0.00327
7369.31,0.00386
7369.35,0.00269
7369.39,0.00124
7369.43,9.42E-05
7369.54,8.87E-05
7369.58,0
7369.62,0
7369.65,0
7369.69,0
7369.73,1.48E-05
7369.77,9.61E-05
7369.88,4.81E-04
7369.95,0.0023
7369.99,0.00434
7370.03,0.00556
7370.07,0.00399
7370.1,0.00193
7370.14,2.25E-04
7370.25,1.70E-04
7370.4,3.62E-04
7370.48,0.00136
7370.52,0.00291
7370.55,0.00424
7370.59,0.00436
7370.63,0.00382
7370.67,0.00267
7370.71,0.00206
7370.74,0.00239
7370.78,0.00306
7370.82,0.00352
7370.86,0.00346
7370.93,0.00322
7370.97,0.00294
7371.01,0.00298
7371.04,0.00324
7371.08,0.00384
7371.12,0.00437
7371.16,0.00462
7371.19,0.00384
7371.23,0.00369
7371.27,0.00427
7371.31,0.00493
7371.34,0.00505
7371.38,0.00426
7371.42,0.00209
7371.46,5.58E-04
7371.61,6.65E-05
7371.65,0
7371.68,0
7371.87,0
7371.91,0
7371.95,1.33E-04
7372.06,1.28E-04
7372.1,0.00187
7372.17,0.00409
7372.21,0.00589
7372.25,0.005
7372.28,0.00282
7372.32,2.81E-04
7372.43,0.00361
7372.47,0.00785
7372.51,0.0109
7372.55,0.01022
7372.58,0.00618
7372.62,0.00214
7372.77,1.48E-04
7372.81,0
7372.85,0
7373.22,0
7373.26,0
7373.3,7.39E-05
7373.45,8.95E-04
7373.52,0.003
7373.56,0.00572
7373.6,0.0072
7373.64,0.0066
7373.67,0.00543
7373.71,0.00229
7373.75,3.46E-04
7373.79,4.21E-04
7373.83,0.00181
7373.86,0.00363
7373.9,0.00512
7373.94,0.00359
7373.98,0.00173
7374.01,1.96E-04
7374.13,1.26E-04
7374.16,3.70E-05
7374.2,8.13E-05
7374.39,0.00353
7374.43,0.00923
7374.46,0.0143
7374.5,0.01467
7374.54,0.01098
7374.58,0.00644
7374.61,0.00451
7374.65,0.00531
7374.69,0.00692
7374.73,0.0065
7374.77,0.00482
7374.8,0.00272
7374.84,0.00216
7374.88,0.00254
7374.92,0.00355
7374.95,0.00459
7374.99,0.00537
7375.03,0.00403
7375.07,0.00234
7375.1,4.14E-04
7375.22,3.53E-04
7375.25,0.00319
7375.29,0.00751
7375.33,0.01099
7375.37,0.01183
7375.4,0.00906
7375.44,0.00378
7375.48,1.18E-04
7375.52,4.07E-05
7375.55,0.00303
7375.59,0.00717
7375.63,0.00906
7375.67,0.00718
7375.71,0.00472
7375.74,0.00344
7375.78,0.00375
7375.82,0.00468
7375.86,0.00383
7375.89,0.0019
7376.04,0.00151
7376.08,0.00319
7376.12,0.00477
7376.16,0.00419
7376.19,0.00211
7376.23,5.60E-04
7376.27,5.45E-04
7376.31,0.00121
7376.34,0.00282
7376.38,0.0042
7376.42,0.00486
7376.46,0.00586
7376.49,0.00673
7376.53,0.00513
7376.57,0.00289
7376.61,8.91E-04
7376.72,4.44E-05
7376.76,3.70E-05
7376.8,0
7376.83,0
7377.58,0
7377.62,0
7377.66,1.48E-05
7377.7,1.26E-04
7377.81,5.40E-04
7377.89,0.00269
7377.92,0.00513
7377.96,0.00665
7378,0.00479
7378.04,0.00233
7378.07,2.85E-04
7378.19,2.22E-04
7378.34,8.02E-04
7378.41,0.0021
7378.45,0.0033
7378.49,0.0033
7378.52,0.0021
7378.56,8.02E-04
7378.71,8.87E-05
7378.83,6.51E-04
7378.9,0.00249
7378.94,0.00448
7378.98,0.00554
7379.01,0.00341
7379.05,0.00128
7379.09,3.92E-04
7379.13,0.00114
7379.16,0.00305
7379.2,0.00474
7379.24,0.00339
7379.28,0.0017
7379.31,2.51E-04
7379.43,1.26E-04
7379.47,0
7379.5,0
7379.54,0
7379.58,2.44E-04
7379.73,0.00309
7379.8,0.01004
7379.84,0.01777
7379.88,0.02042
7379.92,0.01684
7379.95,0.00985
7379.99,0.00308
7380.18,3.84E-04
7380.22,0.0022
7380.26,0.00439
7380.29,0.00598
7380.33,0.00439
7380.37,0.0022
7380.41,3.25E-04
7380.56,3.70E-06
7380.59,5.01E-04
7380.63,0.00163
7380.67,0.00408
7380.71,0.00661
7380.74,0.00874
7380.78,0.00976
7380.82,0.00786
7380.86,0.0043
7380.9,0.00139
7381.08,1.09E-04
7381.12,0.00134
7381.2,0.00289
7381.23,0.00413
7381.27,0.00341
7381.31,0.002
7381.35,1.81E-04
7381.46,0.00143
7381.5,0.00282
7381.53,0.0038
7381.57,0.00279
7381.61,0.0014
7381.65,3.03E-04
7381.76,2.96E-04
7381.8,0.0013
7381.83,0.00259
7381.87,0.00353
7381.91,0.00259
7381.95,0.0013
7381.99,1.92E-04
7382.1,9.61E-05
7382.14,0
7382.17,0
7382.21,0
7382.25,2.96E-05
7382.29,5.17E-05
7382.4,7.76E-04
7382.47,0.00241
7382.51,0.00452
7382.55,0.00615
7382.59,0.00549
7382.63,0.00455
7382.66,0.0037
7382.7,0.00198
7382.74,9.05E-04
7382.78,3.33E-04
7382.89,1.48E-04
7383.04,8.02E-04
7383.11,0.0021
7383.15,0.0033
7383.19,0.0033
7383.23,0.0021
7383.26,8.02E-04
7383.42,5.17E-05
7383.45,6.65E-05
7383.6,0.00103
7383.68,0.00269
7383.72,0.00424
7383.75,0.00424
7383.79,0.00269
7383.83,0.00103
7384.09,8.02E-04
7384.17,0.0021
7384.2,0.0033
7384.24,0.0033
7384.28,0.0021
7384.32,8.02E-04
7384.51,5.54E-04
7384.54,0.00265
7384.58,0.00508
7384.62,0.00649
7384.66,0.00508
7384.69,0.00265
7384.73,5.54E-04
7384.84,1.77E-04
7384.96,2.96E-05
7385,8.26E-04
7385.07,0.00285
7385.11,0.00674
7385.15,0.0101
7385.18,0.01345
7385.22,0.01385
7385.26,0.01046
7385.3,0.00544
7385.33,0.00137
7385.45,8.31E-04
7385.48,0.00326
7385.52,0.00544
7385.56,0.00613
7385.6,0.00458
7385.63,0.00223
7385.67,3.42E-04
7385.79,1.92E-04
7385.94,0.00222
7386.01,0.00578
7386.05,0.00928
7386.09,0.00927
7386.12,0.00712
7386.16,0.00321
7386.2,6.02E-04
7386.24,2.74E-04
7386.27,0.00179
7386.31,0.00305
7386.35,0.0034
7386.39,0.0021
7386.42,8.02E-04
7386.58,5.17E-05
7386.61,0
7386.65,0
7386.8,0
7386.84,0
7386.88,2.14E-04
7386.99,4.23E-04
7387.03,0.00294
7387.1,0.00552
7387.14,0.00776
7387.18,0.00655
7387.21,0.00499
7387.25,0.00394
7387.29,0.00334
7387.33,0.00222
7387.37,0.00153
7387.4,1.16E-04
7387.52,1.48E-04
7387.55,2.22E-05
7387.67,8.31E-04
7387.74,0.00391
7387.78,0.00749
7387.82,0.00951
7387.85,0.00766
7387.89,0.0041
7387.93,9.81E-04
7388.08,5.36E-04
7388.12,0.0018
7388.16,0.00321
7388.19,0.00393
7388.23,0.00271
7388.27,3.81E-04
7388.38,0.00343
7388.42,0.01038
7388.46,0.0184
7388.49,0.02366
7388.53,0.02553
7388.57,0.02119
7388.61,0.01249
7388.65,0.00464
7388.68,5.88E-04
7388.76,0.00152
7388.8,0.00333
7388.83,0.00347
7388.87,0.00347
7388.91,0.00264
7388.95,0.00236
7388.98,0.00341
7389.06,0.00609
7389.1,0.00904
7389.13,0.01095
7389.17,0.00923
7389.21,0.00687
7389.25,0.00571
7389.28,0.00567
7389.32,0.00674
7389.36,0.00814
7389.4,0.0083
7389.44,0.00801
7389.47,0.00787
7389.51,0.00666
7389.55,0.00509
7389.59,0.00398
7389.62,0.00216
7389.66,4.95E-04
7389.7,4.99E-05
7389.74,4.93E-04
7389.77,0.00181
7389.81,0.0034
7389.85,0.0033
7389.89,0.0021
7389.92,8.02E-04
7390.08,5.17E-05
7390.11,6.65E-05
7390.23,2.22E-05
7390.26,9.58E-04
7390.34,0.0022
7390.38,0.00324
7390.41,0.00288
7390.45,0.0017
7390.49,5.32E-04
7390.64,2.96E-05
7390.68,0
7390.71,0
7390.83,0
7390.87,0
7390.9,5.91E-05
7391.05,9.90E-04
7391.13,0.00289
7391.17,0.0049
7391.2,0.00477
7391.24,0.00278
7391.28,0.00154
7391.32,0.00184
7391.35,0.00355
7391.39,0.00566
7391.43,0.00505
7391.47,0.00279
7391.5,7.65E-04
7391.69,3.18E-04
7391.73,0.00169
7391.77,0.00324
7391.81,0.0048
7391.84,0.0045
7391.92,0.00358
7391.96,0.00318
7391.99,0.00301
7392.03,0.00309
7392.07,0.0038
7392.11,0.00365
7392.15,0.0017
7392.18,9.35E-04
7392.22,9.89E-04
7392.26,0.00334
7392.3,0.00704
7392.33,0.01047
7392.37,0.01108
7392.41,0.01101
7392.45,0.00833
7392.48,0.00572
7392.52,0.0032
7392.56,0.00315
7392.6,0.00509
7392.63,0.00822
7392.67,0.00913
7392.71,0.00727
7392.75,0.00349
7392.79,5.95E-04
7392.9,1.77E-04
7393.05,0.00285
7393.12,0.00738
7393.16,0.01158
7393.2,0.01151
7393.24,0.00729
7393.27,0.00276
7393.42,1.77E-04
7393.46,0
7393.5,0
7393.8,0
7393.84,0
7393.88,2.96E-05
7393.92,2.96E-05
7394.03,7.02E-04
7394.1,0.00222
7394.14,0.00394
7394.18,0.00525
7394.22,0.00434
7394.29,0.00346
7394.33,0.00342
7394.37,0.00351
7394.4,0.00397
7394.44,0.00444
7394.48,0.00309
7394.52,0.00159
7394.55,6.06E-04
7394.7,0.00117
7394.74,0.00194
7394.78,0.00302
7394.82,0.00368
7394.86,0.00424
7394.93,0.00515
7394.97,0.00557
7395.01,0.00405
7395.04,0.00292
7395.12,0.00245
7395.16,0.00286
7395.19,0.00361
7395.23,0.003
7395.27,0.00144
7395.42,0.00144
7395.46,0.00339
7395.5,0.00526
7395.53,0.00511
7395.57,0.00319
7395.61,0.00118
7395.8,5.17E-05
7395.83,0.00121
7395.87,0.00256
7395.91,0.00339
7395.95,0.0024
7395.99,0.00211
7396.02,0.00396
7396.06,0.00748
7396.1,0.0104
7396.14,0.01095
7396.17,0.008
7396.21,0.00495
7396.25,0.00336
7396.29,0.00287
7396.32,0.00136
7396.36,6.78E-04
7396.4,0.00114
7396.44,0.0035
7396.47,0.00668
7396.51,0.00827
7396.55,0.00569
7396.59,0.0026
7396.63,1.76E-04
7396.74,1.85E-04
7396.78,0
7396.81,0
7396.85,0
7396.89,1.11E-04
7397,1.66E-04
7397.04,0.00163
7397.12,0.00288
7397.15,0.00409
7397.19,0.00374
7397.23,0.00329
7397.3,0.00322
7397.34,0.00342
7397.38,0.00241
7397.42,0.00166
7397.57,0.0029
7397.6,0.00792
7397.64,0.01302
7397.68,0.01379
7397.72,0.00972
7397.75,0.00417
7397.79,5.80E-04
7397.87,0.00176
7397.91,0.00391
7397.94,0.0044
7397.98,0.00379
7398.02,0.00377
7398.06,0.00357
7398.09,0.00357
7398.13,0.00461
7398.17,0.00515
7398.21,0.00396
7398.24,0.00384
7398.28,0.00432
7398.32,0.00444
7398.36,0.00702
7398.4,0.01025
7398.43,0.01174
7398.47,0.01371
7398.51,0.01455
7398.55,0.01068
7398.58,0.00606
7398.62,0.00263
7398.66,0.00177
7398.7,0.00482
7398.73,0.00936
7398.77,0.01073
7398.81,0.00773
7398.85,0.00345
7399,0.00311
7399.04,0.00674
7399.07,0.00955
7399.11,0.01015
7399.15,0.00859
7399.19,0.00562
7399.22,0.00343
7399.26,0.00138
7399.3,8.54E-04
7399.34,0.00346
7399.37,0.00932
7399.41,0.01502
7399.45,0.01879
7399.49,0.01601
7399.52,0.01042
7399.56,0.00769
7399.6,0.00822
7399.64,0.00919
7399.68,0.01384
7399.71,0.01804
7399.75,0.02018
7399.79,0.02296
7399.83,0.02066
7399.86,0.01297
7399.9,0.00781
7399.94,0.00511
7399.98,0.00378
7400.01,0.00532
7400.05,0.00469
7400.09,0.00178
7400.13,8.50E-05
7400.17,9.98E-05
7400.2,0.00229
7400.24,0.00695
7400.28,0.01149
7400.32,0.01346
7400.35,0.0125
7400.39,0.00895
7400.43,0.00462
7400.47,0.0013
7400.58,6.43E-04
7400.62,0.00242
7400.65,0.00412
7400.69,0.00502
7400.73,0.00448
7400.81,0.00328
7400.84,0.00288
7400.88,0.00238
7400.92,0.00287
7400.96,0.004
7400.99,0.00519
7401.03,0.00613
7401.07,0.00847
7401.11,0.01021
7401.14,0.01065
7401.18,0.00942
7401.22,0.00682
7401.26,0.0044
7401.29,0.00397
7401.33,0.00445
7401.37,0.0027
7401.41,0.00121
7401.45,0.00105
7401.48,0.003
7401.52,0.00625
7401.56,0.00867
7401.6,0.00633
7401.63,0.00315
7401.67,6.21E-04
7401.82,0.00181
7401.86,0.00499
7401.9,0.00818
7401.94,0.00854
7401.97,0.00643
7402.01,0.00243
7402.12,0.00324
7402.16,0.00817
7402.2,0.01199
7402.24,0.01088
7402.27,0.00601
7402.31,0.00256
7402.35,6.26E-04
7402.39,0.00331
7402.42,0.00927
7402.46,0.01465
7402.5,0.01751
7402.54,0.01948
7402.58,0.01612
7402.61,0.01227
7402.65,0.00869
7402.69,0.00434
7402.73,0.0015
7402.8,0.00227
7402.84,0.00733
7402.88,0.01665
7402.92,0.0272
7402.95,0.03129
7402.99,0.02874
7403.03,0.01936
7403.07,0.01021
7403.1,0.00294
7403.25,3.29E-04
7403.29,0.00402
7403.33,0.00841
7403.37,0.01139
7403.4,0.01108
7403.44,0.0079
7403.48,0.00403
7403.52,0.00332
7403.56,0.0063
7403.59,0.00904
7403.63,0.0104
7403.67,0.0102
7403.71,0.00866
7403.74,0.01001
7403.78,0.01452
7403.82,0.01843
7403.86,0.02174
7403.89,0.02288
7403.93,0.01892
7403.97,0.01238
7404.01,0.00547
7404.04,3.53E-04
7404.08,3.36E-04
7404.12,0.00477
7404.16,0.00925
7404.2,0.01052
7404.23,0.0096
7404.27,0.00826
7404.31,0.00851
7404.35,0.01007
7404.38,0.01099
7404.42,0.0094
7404.46,0.00823
7404.5,0.00782
7404.53,0.00665
7404.57,0.00435
7404.61,0.00185
7404.65,7.54E-04
7404.69,0.00281
7404.72,0.00743
7404.76,0.01068
7404.8,0.01112
7404.84,0.00919
7404.87,0.00705
7404.91,0.00521
7404.95,0.00493
7404.99,0.00466
7405.02,0.00299
7405.06,7.60E-04
7405.17,0.0033
7405.21,0.0088
7405.25,0.01474
7405.29,0.02101
7405.33,0.02535
7405.36,0.02673
7405.4,0.02428
7405.44,0.01692
7405.48,0.00783
7405.51,0.00108
7405.59,0.00177
7405.63,0.00711
7405.66,0.01081
7405.7,0.01356
7405.74,0.01352
7405.78,0.01475
7405.82,0.01729
7405.85,0.02037
7405.89,0.02144
7405.93,0.02014
7405.97,0.01271
7406,0.00791
7406.04,0.00705
7406.08,0.01036
7406.12,0.01575
7406.15,0.01722
7406.19,0.01231
7406.23,0.00802
7406.27,0.00529
7406.31,0.00362
7406.34,0.00419
7406.38,0.00357
7406.42,0.00172
7406.49,0.00568
7406.53,0.01535
7406.57,0.02446
7406.61,0.03061
7406.64,0.02946
7406.68,0.01921
7406.72,0.01333
7406.76,0.01637
7406.8,0.02456
7406.83,0.03273
7406.87,0.03383
7406.91,0.02432
7406.95,0.01253
7406.98,0.00313
7407.1,0.00161
7407.13,0.00586
7407.17,0.00959
7407.21,0.00879
7407.25,0.00522
7407.28,0.00303
7407.32,0.00322
7407.36,0.00563
7407.4,0.00906
7407.44,0.00795
7407.47,0.00559
7407.51,0.00385
7407.55,0.00235
7407.59,0.00105
7407.62,3.20E-04
7407.7,0.00173
7407.74,0.00631
7407.77,0.01077
7407.81,0.01352
7407.85,0.01251
7407.89,0.00896
7407.93,0.00698
7407.96,0.00811
7408,0.01144
7408.04,0.01501
7408.08,0.01573
7408.11,0.01321
7408.15,0.0118
7408.19,0.01409
7408.23,0.01877
7408.26,0.02234
7408.3,0.02305
7408.34,0.01728
7408.38,0.01123
7408.42,0.00969
7408.45,0.01166
7408.49,0.01545
7408.53,0.01743
7408.57,0.01195
7408.6,0.00516
7408.75,0.00298
7408.79,0.00505
7408.83,0.00612
7408.87,0.00638
7408.91,0.0074
7408.94,0.00872
7408.98,0.00999
7409.02,0.01001
7409.06,0.00684
7409.09,0.00299
7409.13,4.71E-04
7409.28,0.00137
7409.32,0.00383
7409.36,0.0059
7409.4,0.00604
7409.43,0.00513
7409.47,0.00301
7409.51,0.00243
7409.55,0.00582
7409.58,0.01162
7409.62,0.01622
7409.66,0.01791
7409.7,0.01584
7409.73,0.01362
7409.77,0.01588
7409.81,0.02001
7409.85,0.02139
7409.89,0.01884
7409.92,0.01437
7409.96,0.01129
7410,0.012
7410.04,0.01082
7410.07,0.00924
7410.11,0.00716
7410.15,0.00751
7410.19,0.0124
7410.22,0.01952
7410.26,0.01995
7410.3,0.01744
7410.34,0.01249
7410.38,0.00919
7410.41,0.0107
7410.45,0.01554
7410.49,0.01703
7410.53,0.01866
7410.56,0.02271
7410.6,0.02747
7410.64,0.03138
7410.68,0.03081
7410.71,0.02179
7410.75,0.01315
7410.79,0.00936
7410.83,0.01015
7410.86,0.0161
7410.9,0.02222
7410.94,0.0229
7410.98,0.02162
7411.02,0.01684
7411.05,0.01164
7411.09,0.00747
7411.13,0.00345
7411.17,0.00214
7411.2,0.00537
7411.24,0.01396
7411.28,0.02844
7411.32,0.03916
7411.35,0.04055
7411.39,0.03794
7411.43,0.03289
7411.47,0.03023
7411.51,0.03196
7411.54,0.02989
7411.58,0.02456
7411.62,0.02183
7411.66,0.02002
7411.69,0.01835
7411.73,0.01938
7411.77,0.01996
7411.81,0.02204
7411.85,0.02628
7411.88,0.02721
7411.92,0.02161
7411.96,0.01519
7412,0.01333
7412.03,0.01653
7412.07,0.02288
7412.11,0.02757
7412.15,0.02477
7412.18,0.02058
7412.22,0.02169
7412.26,0.02719
7412.3,0.03171
7412.33,0.03338
7412.37,0.02619
7412.41,0.02043
7412.45,0.0191
7412.49,0.02265
7412.52,0.02521
7412.56,0.02432
7412.6,0.01705
7412.64,0.01151
7412.67,0.00889
7412.71,0.01152
7412.75,0.01602
7412.79,0.01864
7412.82,0.01905
7412.86,0.01854
7412.9,0.01553
7412.94,0.01597
7412.98,0.01932
7413.01,0.0259
7413.05,0.03429
7413.09,0.04028
7413.13,0.03694
7413.16,0.03041
7413.2,0.02127
7413.24,0.01368
7413.28,0.00932
7413.31,0.00866
7413.35,0.01015
7413.39,0.01196
7413.43,0.01293
7413.47,0.01317
7413.5,0.01316
7413.54,0.01698
7413.58,0.02472
7413.62,0.02823
7413.65,0.02772
7413.69,0.02313
7413.73,0.01461
7413.77,0.01046
7413.81,0.01117
7413.84,0.01134
7413.88,0.0107
7413.92,0.00882
7413.96,0.00711
7414.03,0.01043
7414.07,0.01647
7414.11,0.02203
7414.14,0.024
7414.18,0.02224
7414.22,0.01941
7414.26,0.0163
7414.29,0.01111
7414.33,0.00758
7414.37,0.00538
7414.41,0.00486
7414.45,0.0058
7414.48,0.00668
7414.52,0.00412
7414.6,0.00304
7414.63,0.0044
7414.67,0.00758
7414.71,0.01324
7414.75,0.01919
7414.79,0.02124
7414.82,0.0224
7414.86,0.02293
7414.9,0.02179
7414.94,0.0201
7414.97,0.01628
7415.01,0.00922
7415.05,0.00314
7415.16,0.00146
7415.2,0.00343
7415.24,0.00331
7415.27,0.00162
7415.31,5.03E-04
7415.35,7.15E-04
7415.39,0.00228
7415.43,0.00448
7415.46,0.00421
7415.5,0.00209
7415.54,0.00211
7415.58,0.0051
7415.61,0.00914
7415.65,0.01334
7415.69,0.01308
7415.73,0.00935
7415.77,0.00741
7415.8,0.0078
7415.84,0.00822
7415.88,0.01196
7415.92,0.01632
7415.95,0.01806
7415.99,0.01967
7416.03,0.01765
7416.07,0.01073
7416.1,0.00596
7416.14,0.00514
7416.18,0.00966
7416.22,0.02006
7416.26,0.02908
7416.29,0.03113
7416.33,0.02707
7416.37,0.019
7416.41,0.015
7416.44,0.01578
7416.48,0.01858
7416.52,0.01849
7416.56,0.01399
7416.59,0.00714
7416.63,0.00273
7416.67,0.00165
7416.71,0.00332
7416.75,0.00478
7416.78,0.00593
7416.82,0.00609
7416.86,0.00645
7416.9,0.00976
7416.93,0.0144
7416.97,0.01721
7417.01,0.01833
7417.05,0.01512
7417.08,0.00938
7417.12,0.00678
7417.16,0.00834
7417.2,0.01205
7417.24,0.01526
7417.27,0.01533
7417.31,0.01129
7417.35,0.00682
7417.39,0.00523
7417.42,0.00736
7417.46,0.01038
7417.5,0.01395
7417.54,0.01611
7417.58,0.0165
7417.61,0.01548
7417.65,0.0129
7417.69,0.0083
7417.73,0.0045
7417.76,0.00232
7417.8,0.00303
7417.84,0.00739
7417.88,0.01443
7417.91,0.0221
7417.95,0.02779
7417.99,0.02787
7418.03,0.02412
7418.07,0.02115
7418.1,0.02227
7418.14,0.02566
7418.18,0.02753
7418.22,0.02248
7418.25,0.0137
7418.29,0.00718
7418.33,0.0068
7418.37,0.01094
7418.4,0.0173
7418.44,0.02055
7418.48,0.02165
7418.52,0.02201
7418.56,0.01917
7418.59,0.01575
7418.63,0.01593
7418.67,0.01964
7418.71,0.02497
7418.74,0.03032
7418.78,0.02757
7418.82,0.02355
7418.86,0.02217
7418.89,0.02156
7418.93,0.02172
7418.97,0.02335
7419.01,0.02139
7419.05,0.02011
7419.08,0.01929
7419.12,0.01442
7419.16,0.01053
7419.2,0.00914
7419.23,0.0086
7419.27,0.00622
7419.31,0.00551
7419.35,0.00443
7419.39,0.00833
7419.42,0.01573
7419.46,0.02311
7419.5,0.02307
7419.54,0.01965
7419.57,0.01215
7419.61,0.00679
7419.65,0.00345
7419.69,0.00455
7419.72,0.00848
7419.76,0.01451
7419.8,0.01827
7419.84,0.01954
7419.88,0.01414
7419.91,0.00721
7419.95,0.00359
7419.99,0.0042
7420.03,0.00895
7420.06,0.01343
7420.1,0.0158
7420.14,0.02005
7420.18,0.02533
7420.21,0.03198
7420.25,0.03964
7420.29,0.03923
7420.33,0.03348
7420.37,0.02606
7420.4,0.0131
7420.44,0.00317
7420.48,0.00395
7420.52,0.01354
7420.55,0.03028
7420.59,0.04468
7420.63,0.04413
7420.67,0.03191
7420.71,0.02006
7420.74,0.01584
7420.78,0.02093
7420.82,0.02826
7420.86,0.03145
7420.89,0.02892
7420.93,0.02551
7420.97,0.02226
7421.01,0.01958
7421.04,0.0161
7421.08,0.01348
7421.12,0.01123
7421.16,0.0094
7421.2,0.00737
7421.23,0.0053
7421.27,0.00512
7421.31,0.00892
7421.35,0.01486
7421.38,0.02081
7421.42,0.02355
7421.46,0.02244
7421.5,0.01715
7421.54,0.01271
7421.57,0.01203
7421.61,0.01609
7421.65,0.02142
7421.69,0.0265
7421.72,0.0243
7421.76,0.01976
7421.8,0.01608
7421.84,0.01425
7421.87,0.01205
7421.91,0.01112
7421.95,0.0098
7421.99,0.01195
7422.02,0.01851
7422.06,0.02667
7422.1,0.02945
7422.14,0.02769
7422.18,0.02474
7422.21,0.02086
7422.25,0.01718
7422.29,0.01337
7422.33,0.00821
7422.36,0.00387
7422.4,0.0022
7422.44,0.00208
7422.48,0.00498
7422.52,0.01041
7422.55,0.01754
7422.59,0.02243
7422.63,0.02121
7422.67,0.01427
7422.7,0.00663
7422.74,0.00204
7422.78,0.00124
7422.82,0.00203
7422.85,0.00528
7422.89,0.01028
7422.93,0.01543
